AwayScore,CompType,Date,GameDes,GameID,Home,HomeScore,OU,Spread,Visitor,away3PA,away3PM,away3PP,awayAST,awayBLK,awayDREB,awayFGA,awayFGM,awayFGP,awayFTA,awayFTM,awayFTP,awayLARGESTLEAD,awayMin,awayOREB,awayPF,awayPTS,awayPTS2NDCHANCE,awayPTSFB,awayPTSOFFTOV,awayPTSPAINT,awayREB,awaySTL,awayTOV,awayTeam,home3PA,home3PM,home3PP,homeAST,homeBLK,homeDREB,homeFGA,homeFGM,homeFGP,homeFTA,homeFTM,homeFTP,homeLARGESTLEAD,homeMin,homeOREB,homePF,homePTS,homePTS2NDCHANCE,homePTSFB,homePTSOFFTOV,homePTSPAINT,homeREB,homeSTL,homeTOV,homeTeam,season
115.0,Regular Season,2012-03-13,Golden State at Sacramento,21100625,Sacramento,89.0,205.5,-3.5,Golden State,24.0,12.0,0.5,20.0,6.0,36.0,91.0,46.0,0.505,15.0,11.0,0.733,4.0,240:00,9.0,21.0,115.0,9.0,7.0,13.0,38.0,45.0,9.0,7.0,Golden State,19.0,7.0,0.368,11.0,3.0,34.0,82.0,33.0,0.402,21.0,16.0,0.762,27.0,240:00,10.0,15.0,89.0,10.0,11.0,6.0,50.0,44.0,4.0,13.0,Sacramento,2011-12
94.0,Regular Season,2012-03-14,Philadelphia at Indiana,21100626,Indiana,111.0,185.0,1.0,Philadelphia,13.0,6.0,0.462,25.0,6.0,21.0,76.0,40.0,0.526,10.0,8.0,0.8,8.0,240:00,5.0,21.0,94.0,7.0,9.0,19.0,32.0,26.0,6.0,9.0,Philadelphia,17.0,7.0,0.412,23.0,6.0,28.0,76.0,43.0,0.566,22.0,18.0,0.818,19.0,240:00,9.0,8.0,111.0,14.0,9.0,7.0,36.0,37.0,4.0,7.0,Indiana,2011-12
84.0,Regular Season,2012-03-14,Toronto at Brooklyn,21100627,Brooklyn,98.0,188.5,-2.0,Toronto,10.0,1.0,0.1,22.0,5.0,25.0,81.0,31.0,0.383,25.0,21.0,0.84,14.0,240:00,12.0,14.0,84.0,8.0,17.0,25.0,34.0,37.0,7.0,12.0,Toronto,17.0,7.0,0.412,20.0,6.0,36.0,79.0,38.0,0.481,17.0,15.0,0.882,9.0,240:00,12.0,20.0,98.0,8.0,17.0,10.0,40.0,48.0,9.0,14.0,Brooklyn,2011-12
79.0,Regular Season,2012-03-14,Portland at New York,21100628,New York,121.0,199.5,-5.5,Portland,17.0,5.0,0.294,11.0,4.0,22.0,75.0,28.0,0.373,23.0,18.0,0.783,42.0,240:00,16.0,20.0,79.0,17.0,30.0,16.0,42.0,38.0,14.0,23.0,Portland,38.0,19.0,0.5,35.0,0.0,31.0,80.0,43.0,0.538,26.0,16.0,0.615,2.0,240:00,11.0,19.0,121.0,23.0,9.0,31.0,40.0,42.0,12.0,19.0,New York,2011-12
102.0,Regular Season,2012-03-14,Miami at Chicago,21100629,Chicago,106.0,189.0,3.0,Miami,12.0,6.0,0.5,17.0,5.0,23.0,85.0,38.0,0.447,23.0,20.0,0.87,17.0,240:00,11.0,23.0,102.0,21.0,15.0,21.0,38.0,34.0,8.0,10.0,Miami,19.0,10.0,0.526,20.0,8.0,36.0,77.0,36.0,0.468,26.0,24.0,0.923,6.0,240:00,14.0,21.0,106.0,7.0,15.0,21.0,38.0,50.0,3.0,15.0,Chicago,2011-12
105.0,Regular Season,2012-03-14,Cleveland at Milwaukee,21100630,Milwaukee,115.0,206.0,-6.5,Cleveland,24.0,11.0,0.458,21.0,3.0,23.0,85.0,38.0,0.447,25.0,18.0,0.72,5.0,240:00,11.0,19.0,105.0,18.0,11.0,17.0,44.0,34.0,12.0,14.0,Cleveland,23.0,7.0,0.304,38.0,6.0,33.0,86.0,46.0,0.535,21.0,16.0,0.762,18.0,240:00,16.0,20.0,115.0,19.0,11.0,17.0,58.0,49.0,10.0,15.0,Milwaukee,2011-12
107.0,Regular Season,2012-03-14,L.A. Lakers at New Orleans,21100631,New Orleans,101.0,180.5,4.5,L.A. Lakers,19.0,5.0,0.263,24.0,3.0,33.0,82.0,37.0,0.451,35.0,28.0,0.8,17.0,265:00,11.0,16.0,107.0,9.0,16.0,22.0,42.0,44.0,12.0,19.0,L.A. Lakers,10.0,3.0,0.3,25.0,7.0,29.0,85.0,44.0,0.518,13.0,10.0,0.769,8.0,265:00,5.0,30.0,101.0,14.0,18.0,15.0,54.0,34.0,8.0,15.0,New Orleans,2011-12
87.0,Regular Season,2012-03-14,Charlotte at Houston,21100632,Houston,107.0,190.5,-8.0,Charlotte,12.0,4.0,0.333,25.0,7.0,26.0,81.0,33.0,0.407,19.0,17.0,0.895,29.0,240:00,4.0,16.0,87.0,17.0,21.0,18.0,60.0,30.0,12.0,13.0,Charlotte,9.0,6.0,0.667,27.0,5.0,36.0,84.0,45.0,0.536,17.0,11.0,0.647,2.0,240:00,10.0,16.0,107.0,6.0,24.0,17.0,28.0,46.0,9.0,18.0,Houston,2011-12
111.0,Regular Season,2012-03-14,Orlando at San Antonio,21100633,San Antonio,122.0,192.5,-7.5,Orlando,27.0,11.0,0.407,20.0,7.0,30.0,86.0,45.0,0.523,16.0,10.0,0.625,11.0,240:00,8.0,20.0,111.0,15.0,9.0,10.0,48.0,38.0,3.0,6.0,Orlando,26.0,13.0,0.5,27.0,3.0,34.0,83.0,43.0,0.518,27.0,23.0,0.852,10.0,240:00,11.0,14.0,122.0,14.0,6.0,10.0,52.0,45.0,2.0,6.0,San Antonio,2011-12
124.0,Regular Season,2012-03-14,Detroit at Sacramento,21100634,Sacramento,112.0,199.0,-3.5,Detroit,13.0,8.0,0.615,29.0,2.0,27.0,86.0,50.0,0.581,20.0,16.0,0.8,17.0,240:00,10.0,20.0,124.0,22.0,20.0,15.0,56.0,37.0,6.0,10.0,Detroit,19.0,5.0,0.263,25.0,4.0,24.0,87.0,45.0,0.517,24.0,17.0,0.708,16.0,240:00,13.0,21.0,112.0,18.0,22.0,17.0,50.0,37.0,8.0,13.0,Sacramento,2011-12
111.0,Regular Season,2012-03-14,Utah at Phoenix,21100635,Phoenix,120.0,199.0,-4.5,Utah,13.0,5.0,0.385,22.0,3.0,32.0,90.0,47.0,0.522,17.0,12.0,0.706,13.0,240:00,10.0,23.0,111.0,14.0,21.0,18.0,64.0,42.0,8.0,12.0,Utah,19.0,9.0,0.474,29.0,6.0,31.0,78.0,44.0,0.564,32.0,23.0,0.719,12.0,240:00,3.0,14.0,120.0,4.0,23.0,20.0,52.0,34.0,8.0,12.0,Phoenix,2011-12
82.0,Regular Season,2012-03-14,Atlanta at L.A. Clippers,21100636,L.A. Clippers,96.0,184.5,-7.0,Atlanta,25.0,8.0,0.32,21.0,2.0,27.0,68.0,29.0,0.426,20.0,16.0,0.8,0.0,240:00,7.0,15.0,82.0,6.0,6.0,15.0,24.0,34.0,5.0,15.0,Atlanta,20.0,10.0,0.5,20.0,5.0,29.0,70.0,38.0,0.543,17.0,10.0,0.588,16.0,240:00,7.0,19.0,96.0,10.0,9.0,11.0,40.0,36.0,11.0,11.0,L.A. Clippers,2011-12
105.0,Regular Season,2012-03-14,Boston at Golden State,21100637,Golden State,103.0,188.0,5.0,Boston,13.0,6.0,0.462,32.0,3.0,27.0,78.0,40.0,0.513,21.0,19.0,0.905,8.0,240:00,10.0,13.0,105.0,16.0,21.0,25.0,42.0,37.0,11.0,17.0,Boston,21.0,5.0,0.238,25.0,3.0,25.0,78.0,41.0,0.526,19.0,16.0,0.842,9.0,240:00,8.0,18.0,103.0,10.0,18.0,13.0,60.0,33.0,11.0,17.0,Golden State,2011-12
99.0,Regular Season,2012-03-15,Washington at New Orleans,21100638,New Orleans,89.0,195.0,-3.5,Washington,18.0,6.0,0.333,20.0,8.0,31.0,75.0,39.0,0.52,17.0,15.0,0.882,16.0,240:00,7.0,18.0,99.0,8.0,27.0,11.0,48.0,38.0,7.0,14.0,Washington,14.0,4.0,0.286,22.0,3.0,23.0,75.0,34.0,0.453,19.0,17.0,0.895,7.0,240:00,8.0,14.0,89.0,7.0,6.0,15.0,46.0,31.0,8.0,12.0,New Orleans,2011-12
96.0,Regular Season,2012-03-15,Charlotte at Dallas,21100639,Dallas,101.0,187.0,-14.0,Charlotte,21.0,8.0,0.381,21.0,2.0,32.0,84.0,35.0,0.417,20.0,18.0,0.9,14.0,240:00,9.0,22.0,96.0,13.0,9.0,12.0,20.0,41.0,8.0,12.0,Charlotte,25.0,9.0,0.36,20.0,8.0,33.0,84.0,38.0,0.452,21.0,16.0,0.762,17.0,240:00,13.0,17.0,101.0,12.0,18.0,20.0,42.0,46.0,6.0,12.0,Dallas,2011-12
103.0,Regular Season,2012-03-15,Oklahoma City at Denver,21100640,Denver,90.0,214.0,2.0,Oklahoma City,25.0,12.0,0.48,22.0,9.0,31.0,79.0,36.0,0.456,24.0,19.0,0.792,4.0,240:00,8.0,23.0,103.0,15.0,21.0,24.0,52.0,39.0,7.0,13.0,Oklahoma City,22.0,5.0,0.227,21.0,2.0,33.0,78.0,34.0,0.436,25.0,17.0,0.68,20.0,240:00,10.0,19.0,90.0,6.0,11.0,18.0,32.0,43.0,6.0,16.0,Denver,2011-12
105.0,Regular Season,2012-03-15,Minnesota at Utah,21100641,Utah,111.0,205.0,-3.0,Minnesota,27.0,9.0,0.333,22.0,5.0,38.0,83.0,36.0,0.434,33.0,24.0,0.727,12.0,265:00,9.0,22.0,105.0,16.0,27.0,6.0,56.0,47.0,8.0,17.0,Minnesota,13.0,5.0,0.385,22.0,6.0,38.0,103.0,43.0,0.417,27.0,20.0,0.741,4.0,265:00,17.0,23.0,111.0,8.0,17.0,26.0,40.0,55.0,13.0,11.0,Utah,2011-12
91.0,Regular Season,2012-03-15,Phoenix at L.A. Clippers,21100642,L.A. Clippers,87.0,195.5,-9.5,Phoenix,24.0,9.0,0.375,19.0,6.0,27.0,78.0,32.0,0.41,23.0,18.0,0.783,17.0,240:00,10.0,12.0,91.0,20.0,6.0,16.0,40.0,37.0,7.0,9.0,Phoenix,16.0,4.0,0.25,25.0,5.0,28.0,85.0,39.0,0.459,12.0,5.0,0.417,4.0,240:00,15.0,19.0,87.0,14.0,15.0,7.0,32.0,43.0,5.0,10.0,L.A. Clippers,2011-12
84.0,Regular Season,2012-03-16,Miami at Philadelphia,21100643,Philadelphia,78.0,187.5,4.0,Miami,12.0,4.0,0.333,25.0,7.0,36.0,74.0,35.0,0.473,19.0,10.0,0.526,29.0,240:00,6.0,11.0,84.0,8.0,12.0,10.0,34.0,42.0,10.0,16.0,Miami,18.0,5.0,0.278,20.0,8.0,37.0,93.0,33.0,0.355,14.0,7.0,0.5,0.0,240:00,17.0,17.0,78.0,19.0,23.0,8.0,38.0,54.0,12.0,14.0,Philadelphia,2011-12
70.0,Regular Season,2012-03-16,Brooklyn at Orlando,21100644,Orlando,86.0,191.0,-12.0,Brooklyn,20.0,6.0,0.3,16.0,0.0,27.0,83.0,28.0,0.337,10.0,8.0,0.8,20.0,240:00,12.0,14.0,70.0,8.0,20.0,22.0,44.0,39.0,13.0,13.0,Brooklyn,29.0,8.0,0.276,24.0,6.0,37.0,67.0,34.0,0.507,14.0,10.0,0.714,2.0,240:00,4.0,12.0,86.0,4.0,8.0,12.0,22.0,41.0,8.0,18.0,Orlando,2011-12
100.0,Regular Season,2012-03-16,Indiana at New York,21100645,New York,115.0,197.0,-4.5,Indiana,19.0,8.0,0.421,17.0,2.0,30.0,81.0,32.0,0.395,34.0,28.0,0.824,32.0,240:00,9.0,24.0,100.0,11.0,23.0,16.0,52.0,39.0,4.0,17.0,Indiana,25.0,11.0,0.44,22.0,7.0,34.0,81.0,41.0,0.506,28.0,22.0,0.786,0.0,240:00,10.0,24.0,115.0,11.0,13.0,31.0,34.0,44.0,12.0,11.0,New York,2011-12
88.0,Regular Season,2012-03-16,Washington at Atlanta,21100646,Atlanta,102.0,196.5,-11.5,Washington,11.0,5.0,0.455,19.0,6.0,30.0,78.0,38.0,0.487,9.0,7.0,0.778,8.0,240:00,9.0,16.0,88.0,11.0,5.0,37.0,38.0,39.0,5.0,20.0,Washington,27.0,12.0,0.444,30.0,4.0,25.0,83.0,40.0,0.482,13.0,10.0,0.769,17.0,240:00,9.0,12.0,102.0,7.0,30.0,11.0,38.0,34.0,13.0,10.0,Atlanta,2011-12
100.0,Regular Season,2012-03-16,Portland at Chicago,21100647,Chicago,89.0,194.0,-8.5,Portland,21.0,11.0,0.524,17.0,3.0,26.0,79.0,39.0,0.494,12.0,11.0,0.917,11.0,240:00,9.0,15.0,100.0,16.0,6.0,11.0,30.0,35.0,3.0,8.0,Portland,27.0,8.0,0.296,21.0,4.0,27.0,85.0,36.0,0.424,11.0,9.0,0.818,8.0,240:00,18.0,15.0,89.0,15.0,5.0,14.0,32.0,45.0,3.0,9.0,Chicago,2011-12
114.0,Regular Season,2012-03-16,Toronto at Memphis,21100648,Memphis,110.0,186.5,-10.0,Toronto,15.0,7.0,0.467,19.0,6.0,30.0,81.0,39.0,0.481,38.0,29.0,0.763,12.0,265:00,9.0,35.0,114.0,13.0,0.0,22.0,40.0,39.0,9.0,22.0,Toronto,16.0,5.0,0.313,19.0,9.0,30.0,82.0,37.0,0.451,51.0,31.0,0.608,4.0,265:00,15.0,29.0,110.0,20.0,18.0,17.0,48.0,45.0,12.0,18.0,Memphis,2011-12
114.0,Regular Season,2012-03-16,San Antonio at Oklahoma City,21100649,Oklahoma City,105.0,206.0,-5.0,San Antonio,19.0,9.0,0.474,16.0,8.0,34.0,87.0,45.0,0.517,25.0,15.0,0.6,27.0,240:00,15.0,18.0,114.0,24.0,10.0,21.0,54.0,49.0,12.0,17.0,San Antonio,25.0,9.0,0.36,17.0,10.0,26.0,88.0,39.0,0.443,20.0,18.0,0.9,0.0,240:00,11.0,23.0,105.0,9.0,14.0,17.0,36.0,37.0,7.0,16.0,Oklahoma City,2011-12
101.0,Regular Season,2012-03-16,Detroit at Phoenix,21100650,Phoenix,109.0,197.5,-5.0,Detroit,15.0,8.0,0.533,23.0,3.0,24.0,78.0,40.0,0.513,18.0,13.0,0.722,7.0,240:00,8.0,16.0,101.0,12.0,10.0,18.0,48.0,32.0,6.0,15.0,Detroit,20.0,10.0,0.5,32.0,6.0,26.0,83.0,41.0,0.494,22.0,17.0,0.773,8.0,240:00,14.0,16.0,109.0,22.0,11.0,14.0,44.0,40.0,6.0,13.0,Phoenix,2011-12
95.0,Regular Season,2012-03-16,Boston at Sacramento,21100651,Sacramento,120.0,197.5,4.0,Boston,19.0,6.0,0.316,25.0,6.0,23.0,80.0,36.0,0.45,21.0,17.0,0.81,4.0,240:00,5.0,17.0,95.0,11.0,17.0,26.0,46.0,28.0,7.0,17.0,Boston,21.0,9.0,0.429,29.0,3.0,36.0,86.0,46.0,0.535,21.0,19.0,0.905,27.0,240:00,9.0,20.0,120.0,9.0,32.0,21.0,52.0,45.0,12.0,14.0,Sacramento,2011-12
92.0,Regular Season,2012-03-16,Minnesota at L.A. Lakers,21100652,L.A. Lakers,97.0,196.0,-8.0,Minnesota,22.0,4.0,0.182,21.0,2.0,37.0,92.0,37.0,0.402,20.0,14.0,0.7,0.0,240:00,18.0,21.0,92.0,21.0,20.0,7.0,48.0,55.0,7.0,12.0,Minnesota,22.0,10.0,0.455,21.0,12.0,36.0,80.0,33.0,0.413,27.0,21.0,0.778,16.0,240:00,11.0,17.0,97.0,11.0,18.0,16.0,34.0,47.0,7.0,13.0,L.A. Lakers,2011-12
120.0,Regular Season,2012-03-16,Milwaukee at Golden State,21100653,Golden State,98.0,208.5,1.5,Milwaukee,22.0,10.0,0.455,33.0,4.0,38.0,93.0,45.0,0.484,22.0,20.0,0.909,30.0,240:00,16.0,19.0,120.0,13.0,19.0,14.0,52.0,54.0,12.0,8.0,Milwaukee,22.0,10.0,0.455,23.0,3.0,28.0,79.0,35.0,0.443,20.0,18.0,0.9,0.0,240:00,7.0,17.0,98.0,11.0,14.0,13.0,32.0,35.0,6.0,12.0,Golden State,2011-12
91.0,Regular Season,2012-03-17,Houston at L.A. Clippers,21100654,L.A. Clippers,95.0,192.5,-7.5,Houston,20.0,6.0,0.3,25.0,1.0,29.0,72.0,35.0,0.486,18.0,15.0,0.833,14.0,240:00,6.0,25.0,91.0,4.0,14.0,24.0,44.0,35.0,7.0,16.0,Houston,23.0,6.0,0.261,18.0,4.0,26.0,86.0,35.0,0.407,27.0,19.0,0.704,9.0,240:00,19.0,17.0,95.0,17.0,10.0,12.0,48.0,45.0,10.0,11.0,L.A. Clippers,2011-12
103.0,Regular Season,2012-03-17,Toronto at Charlotte,21100655,Charlotte,107.0,185.5,1.0,Toronto,18.0,8.0,0.444,20.0,6.0,25.0,73.0,38.0,0.521,24.0,19.0,0.792,16.0,240:00,10.0,36.0,103.0,4.0,11.0,23.0,36.0,35.0,12.0,24.0,Toronto,9.0,4.0,0.444,25.0,1.0,21.0,71.0,36.0,0.507,34.0,31.0,0.912,15.0,240:00,7.0,21.0,107.0,18.0,11.0,26.0,46.0,28.0,7.0,17.0,Charlotte,2011-12
102.0,Regular Season,2012-03-17,New York at Indiana,21100656,Indiana,88.0,198.5,-4.0,New York,24.0,7.0,0.292,16.0,7.0,32.0,77.0,32.0,0.416,40.0,31.0,0.775,16.0,240:00,14.0,22.0,102.0,13.0,14.0,18.0,40.0,46.0,8.0,11.0,New York,19.0,4.0,0.211,16.0,6.0,29.0,79.0,32.0,0.405,27.0,20.0,0.741,7.0,240:00,13.0,26.0,88.0,12.0,11.0,20.0,38.0,42.0,3.0,15.0,Indiana,2011-12
102.0,Regular Season,2012-03-17,New Orleans at Brooklyn,21100657,Brooklyn,94.0,186.0,-3.0,New Orleans,16.0,8.0,0.5,29.0,4.0,31.0,81.0,41.0,0.506,13.0,12.0,0.923,8.0,240:00,11.0,14.0,102.0,9.0,6.0,17.0,42.0,42.0,6.0,12.0,New Orleans,23.0,10.0,0.435,23.0,7.0,25.0,86.0,36.0,0.419,14.0,12.0,0.857,12.0,240:00,14.0,13.0,94.0,8.0,8.0,13.0,22.0,39.0,7.0,13.0,Brooklyn,2011-12
80.0,Regular Season,2012-03-17,Philadelphia at Chicago,21100658,Chicago,89.0,185.0,-4.0,Philadelphia,13.0,3.0,0.231,16.0,1.0,30.0,79.0,33.0,0.418,15.0,11.0,0.733,14.0,240:00,9.0,20.0,80.0,14.0,19.0,11.0,40.0,39.0,8.0,12.0,Philadelphia,21.0,6.0,0.286,15.0,8.0,36.0,77.0,31.0,0.403,31.0,21.0,0.677,12.0,240:00,17.0,11.0,89.0,12.0,5.0,17.0,22.0,53.0,6.0,14.0,Chicago,2011-12
99.0,Regular Season,2012-03-17,San Antonio at Dallas,21100659,Dallas,106.0,198.5,-3.0,San Antonio,24.0,11.0,0.458,24.0,3.0,30.0,79.0,39.0,0.494,18.0,10.0,0.556,0.0,240:00,5.0,24.0,99.0,4.0,14.0,17.0,50.0,35.0,4.0,11.0,San Antonio,24.0,11.0,0.458,21.0,2.0,39.0,79.0,37.0,0.468,25.0,21.0,0.84,14.0,240:00,9.0,15.0,106.0,12.0,11.0,12.0,26.0,48.0,5.0,11.0,Dallas,2011-12
91.0,Regular Season,2012-03-17,Boston at Denver,21100660,Denver,98.0,199.0,-6.0,Boston,15.0,3.0,0.2,27.0,7.0,23.0,76.0,36.0,0.474,17.0,16.0,0.941,17.0,240:00,4.0,21.0,91.0,20.0,21.0,20.0,48.0,27.0,7.0,16.0,Boston,20.0,7.0,0.35,26.0,4.0,32.0,74.0,34.0,0.459,31.0,23.0,0.742,2.0,240:00,14.0,17.0,98.0,4.0,6.0,20.0,40.0,46.0,10.0,19.0,Denver,2011-12
92.0,Regular Season,2012-03-17,Golden State at Utah,21100661,Utah,99.0,200.0,-7.5,Golden State,25.0,6.0,0.24,14.0,7.0,37.0,80.0,33.0,0.413,25.0,20.0,0.8,8.0,265:00,3.0,21.0,92.0,2.0,13.0,12.0,38.0,40.0,9.0,12.0,Golden State,13.0,2.0,0.154,20.0,7.0,45.0,101.0,42.0,0.416,16.0,13.0,0.813,10.0,265:00,20.0,19.0,99.0,16.0,14.0,17.0,56.0,65.0,8.0,15.0,Utah,2011-12
103.0,Regular Season,2012-03-18,Atlanta at Cleveland,21100662,Cleveland,87.0,188.0,2.5,Atlanta,18.0,8.0,0.444,22.0,7.0,32.0,85.0,43.0,0.506,12.0,9.0,0.75,19.0,240:00,9.0,16.0,103.0,20.0,14.0,13.0,48.0,41.0,5.0,11.0,Atlanta,20.0,5.0,0.25,21.0,4.0,29.0,84.0,33.0,0.393,20.0,16.0,0.8,4.0,240:00,14.0,16.0,87.0,17.0,4.0,21.0,40.0,43.0,4.0,14.0,Cleveland,2011-12
83.0,Regular Season,2012-03-18,Detroit at L.A. Clippers,21100663,L.A. Clippers,87.0,190.0,-7.0,Detroit,16.0,2.0,0.125,16.0,8.0,34.0,81.0,31.0,0.383,23.0,19.0,0.826,10.0,265:00,13.0,20.0,83.0,10.0,9.0,14.0,38.0,47.0,3.0,17.0,Detroit,20.0,4.0,0.2,23.0,4.0,30.0,87.0,35.0,0.402,19.0,13.0,0.684,10.0,265:00,10.0,23.0,87.0,21.0,7.0,13.0,36.0,40.0,12.0,10.0,L.A. Clippers,2011-12
92.0,Regular Season,2012-03-18,Washington at Memphis,21100664,Memphis,97.0,200.0,-12.5,Washington,18.0,6.0,0.333,16.0,11.0,31.0,78.0,37.0,0.474,19.0,12.0,0.632,8.0,240:00,9.0,25.0,92.0,23.0,15.0,20.0,44.0,40.0,11.0,20.0,Washington,7.0,2.0,0.286,18.0,3.0,33.0,85.0,34.0,0.4,37.0,27.0,0.73,6.0,240:00,20.0,19.0,97.0,13.0,19.0,22.0,54.0,53.0,12.0,14.0,Memphis,2011-12
99.0,Regular Season,2012-03-18,Minnesota at Sacramento,21100665,Sacramento,115.0,212.5,1.5,Minnesota,25.0,6.0,0.24,18.0,5.0,34.0,92.0,38.0,0.413,17.0,17.0,1.0,20.0,240:00,17.0,19.0,99.0,24.0,27.0,11.0,54.0,51.0,5.0,21.0,Minnesota,28.0,8.0,0.286,21.0,4.0,31.0,96.0,44.0,0.458,21.0,19.0,0.905,5.0,240:00,11.0,17.0,115.0,14.0,26.0,32.0,50.0,42.0,11.0,11.0,Sacramento,2011-12
81.0,Regular Season,2012-03-18,Orlando at Miami,21100666,Miami,91.0,190.5,-9.0,Orlando,25.0,9.0,0.36,18.0,2.0,27.0,76.0,30.0,0.395,21.0,12.0,0.571,13.0,240:00,9.0,19.0,81.0,10.0,13.0,14.0,36.0,36.0,9.0,18.0,Orlando,8.0,2.0,0.25,19.0,7.0,34.0,74.0,34.0,0.459,27.0,21.0,0.778,3.0,240:00,8.0,20.0,91.0,10.0,9.0,18.0,32.0,42.0,8.0,13.0,Miami,2011-12
86.0,Regular Season,2012-03-18,Houston at Phoenix,21100667,Phoenix,99.0,201.5,-5.5,Houston,11.0,1.0,0.091,19.0,2.0,33.0,82.0,35.0,0.427,22.0,15.0,0.682,21.0,240:00,15.0,20.0,86.0,17.0,12.0,9.0,46.0,48.0,6.0,16.0,Houston,20.0,7.0,0.35,25.0,6.0,29.0,85.0,40.0,0.471,19.0,12.0,0.632,4.0,240:00,10.0,18.0,99.0,20.0,14.0,20.0,50.0,39.0,9.0,9.0,Phoenix,2011-12
95.0,Regular Season,2012-03-18,Portland at Oklahoma City,21100668,Oklahoma City,111.0,200.5,-9.0,Portland,21.0,8.0,0.381,15.0,3.0,24.0,84.0,39.0,0.464,14.0,9.0,0.643,0.0,240:00,11.0,16.0,95.0,17.0,8.0,10.0,48.0,35.0,8.0,12.0,Portland,18.0,11.0,0.611,24.0,8.0,33.0,74.0,41.0,0.554,28.0,18.0,0.643,21.0,240:00,10.0,16.0,111.0,14.0,5.0,11.0,44.0,43.0,8.0,15.0,Oklahoma City,2011-12
103.0,Regular Season,2012-03-18,Utah at L.A. Lakers,21100669,L.A. Lakers,99.0,193.5,-11.0,Utah,10.0,2.0,0.2,28.0,4.0,31.0,91.0,43.0,0.473,22.0,15.0,0.682,10.0,240:00,10.0,27.0,103.0,18.0,17.0,22.0,58.0,41.0,12.0,13.0,Utah,13.0,2.0,0.154,24.0,6.0,38.0,73.0,33.0,0.452,40.0,31.0,0.775,10.0,240:00,7.0,20.0,99.0,10.0,14.0,18.0,52.0,45.0,6.0,24.0,L.A. Lakers,2011-12
105.0,Regular Season,2012-03-19,Philadelphia at Charlotte,21100670,Charlotte,80.0,183.0,10.0,Philadelphia,11.0,5.0,0.455,26.0,6.0,36.0,86.0,46.0,0.535,9.0,8.0,0.889,25.0,240:00,15.0,21.0,105.0,24.0,14.0,13.0,50.0,51.0,5.0,10.0,Philadelphia,8.0,2.0,0.25,23.0,7.0,22.0,75.0,29.0,0.387,28.0,20.0,0.714,2.0,240:00,9.0,10.0,80.0,11.0,15.0,8.0,26.0,31.0,7.0,8.0,Charlotte,2011-12
105.0,Regular Season,2012-03-19,Cleveland at Brooklyn,21100671,Brooklyn,100.0,197.5,-4.0,Cleveland,15.0,5.0,0.333,21.0,3.0,34.0,89.0,41.0,0.461,27.0,18.0,0.667,15.0,240:00,21.0,25.0,105.0,26.0,5.0,8.0,66.0,55.0,6.0,11.0,Cleveland,23.0,6.0,0.261,15.0,6.0,27.0,81.0,34.0,0.42,31.0,26.0,0.839,6.0,240:00,10.0,24.0,100.0,16.0,9.0,21.0,40.0,37.0,6.0,12.0,Brooklyn,2011-12
79.0,Regular Season,2012-03-19,Boston at Atlanta,21100672,Atlanta,76.0,182.0,-2.0,Boston,16.0,6.0,0.375,21.0,6.0,34.0,74.0,29.0,0.392,17.0,15.0,0.882,8.0,240:00,6.0,23.0,79.0,13.0,8.0,22.0,26.0,40.0,9.0,16.0,Boston,15.0,5.0,0.333,15.0,2.0,36.0,75.0,29.0,0.387,19.0,13.0,0.684,15.0,240:00,9.0,19.0,76.0,4.0,10.0,15.0,20.0,45.0,5.0,17.0,Atlanta,2011-12
85.0,Regular Season,2012-03-19,Chicago at Orlando,21100673,Orlando,59.0,183.5,-2.0,Chicago,18.0,7.0,0.389,19.0,3.0,37.0,79.0,35.0,0.443,11.0,8.0,0.727,5.0,240:00,11.0,17.0,85.0,6.0,5.0,25.0,34.0,48.0,10.0,14.0,Chicago,20.0,4.0,0.2,9.0,5.0,28.0,68.0,24.0,0.353,18.0,7.0,0.389,26.0,240:00,10.0,12.0,59.0,10.0,11.0,7.0,32.0,38.0,9.0,18.0,Orlando,2011-12
112.0,Regular Season,2012-03-19,Dallas at Denver,21100674,Denver,95.0,205.0,-4.5,Dallas,25.0,10.0,0.4,33.0,4.0,40.0,84.0,45.0,0.536,15.0,12.0,0.8,4.0,240:00,5.0,19.0,112.0,4.0,18.0,16.0,46.0,45.0,11.0,14.0,Dallas,21.0,6.0,0.286,26.0,1.0,30.0,83.0,36.0,0.434,20.0,17.0,0.85,22.0,240:00,5.0,15.0,95.0,5.0,6.0,17.0,42.0,35.0,6.0,13.0,Denver,2011-12
97.0,Regular Season,2012-03-19,Minnesota at Golden State,21100675,Golden State,93.0,203.0,-1.5,Minnesota,21.0,9.0,0.429,24.0,5.0,39.0,74.0,35.0,0.473,23.0,18.0,0.783,2.0,240:00,9.0,14.0,97.0,7.0,15.0,11.0,28.0,48.0,5.0,16.0,Minnesota,26.0,10.0,0.385,22.0,5.0,27.0,80.0,34.0,0.425,20.0,15.0,0.75,17.0,240:00,6.0,20.0,93.0,6.0,5.0,15.0,34.0,33.0,9.0,8.0,Golden State,2011-12
