AwayScore,CompType,Date,GameDes,GameID,Home,HomeScore,OU,Spread,Visitor,away3PA,away3PM,away3PP,awayAST,awayBLK,awayDREB,awayFGA,awayFGM,awayFGP,awayFTA,awayFTM,awayFTP,awayLARGESTLEAD,awayMin,awayOREB,awayPF,awayPTS,awayPTS2NDCHANCE,awayPTSFB,awayPTSOFFTOV,awayPTSPAINT,awayREB,awaySTL,awayTOV,awayTeam,home3PA,home3PM,home3PP,homeAST,homeBLK,homeDREB,homeFGA,homeFGM,homeFGP,homeFTA,homeFTM,homeFTP,homeLARGESTLEAD,homeMin,homeOREB,homePF,homePTS,homePTS2NDCHANCE,homePTSFB,homePTSOFFTOV,homePTSPAINT,homeREB,homeSTL,homeTOV,homeTeam,season
102.0,Regular Season,2013-11-26,Golden State at New Orleans,21300214,New Orleans,101.0,207.5,0.0,Golden State,19.0,7.0,0.368,25.0,6.0,32.0,88.0,40.0,0.455,21.0,15.0,0.714,5.0,240:00,9.0,14.0,102.0,19.0,13.0,21.0,44.0,41.0,8.0,10.0,Golden State,19.0,9.0,0.474,22.0,8.0,33.0,87.0,41.0,0.471,13.0,10.0,0.769,15.0,240:00,14.0,21.0,101.0,16.0,12.0,12.0,48.0,47.0,5.0,16.0,New Orleans,2013-14
99.0,Regular Season,2013-11-27,Indiana at Charlotte,21300215,Charlotte,74.0,181.5,7.5,Indiana,25.0,10.0,0.4,20.0,4.0,45.0,84.0,32.0,0.381,32.0,25.0,0.781,27.0,240:00,12.0,23.0,99.0,16.0,16.0,6.0,30.0,57.0,8.0,15.0,Indiana,9.0,3.0,0.333,13.0,6.0,32.0,83.0,26.0,0.313,28.0,19.0,0.679,0.0,240:00,11.0,27.0,74.0,20.0,4.0,14.0,26.0,43.0,3.0,15.0,Charlotte,2013-14
94.0,Regular Season,2013-11-27,Philadelphia at Orlando,21300216,Orlando,105.0,209.0,-4.0,Philadelphia,22.0,7.0,0.318,22.0,4.0,31.0,85.0,38.0,0.447,17.0,11.0,0.647,15.0,240:00,9.0,15.0,94.0,12.0,19.0,21.0,52.0,40.0,8.0,15.0,Philadelphia,19.0,4.0,0.211,22.0,6.0,38.0,82.0,43.0,0.524,21.0,15.0,0.714,3.0,240:00,7.0,16.0,105.0,9.0,4.0,17.0,36.0,45.0,10.0,17.0,Orlando,2013-14
100.0,Regular Season,2013-11-27,Memphis at Boston,21300217,Boston,93.0,182.0,2.0,Memphis,9.0,3.0,0.333,24.0,6.0,32.0,80.0,36.0,0.45,31.0,25.0,0.806,3.0,240:00,9.0,18.0,100.0,20.0,11.0,14.0,48.0,41.0,7.0,8.0,Memphis,20.0,7.0,0.35,14.0,7.0,29.0,89.0,38.0,0.427,13.0,10.0,0.769,19.0,240:00,17.0,20.0,93.0,15.0,18.0,10.0,40.0,46.0,1.0,15.0,Boston,2013-14
99.0,Regular Season,2013-11-27,L.A. Lakers at Brooklyn,21300218,Brooklyn,94.0,199.5,-2.5,L.A. Lakers,30.0,13.0,0.433,21.0,7.0,37.0,85.0,34.0,0.4,22.0,18.0,0.818,0.0,240:00,11.0,24.0,99.0,17.0,10.0,14.0,32.0,48.0,5.0,10.0,L.A. Lakers,30.0,11.0,0.367,21.0,10.0,33.0,83.0,31.0,0.373,26.0,21.0,0.808,27.0,240:00,11.0,23.0,94.0,8.0,20.0,15.0,30.0,44.0,6.0,12.0,Brooklyn,2013-14
95.0,Regular Season,2013-11-27,Miami at Cleveland,21300219,Cleveland,84.0,197.5,9.0,Miami,19.0,4.0,0.211,23.0,7.0,39.0,72.0,35.0,0.486,25.0,21.0,0.84,15.0,240:00,2.0,19.0,95.0,4.0,17.0,14.0,50.0,41.0,11.0,14.0,Miami,28.0,10.0,0.357,19.0,2.0,35.0,83.0,29.0,0.349,24.0,16.0,0.667,8.0,240:00,12.0,18.0,84.0,11.0,4.0,18.0,28.0,47.0,7.0,18.0,Cleveland,2013-14
99.0,Regular Season,2013-11-27,Chicago at Detroit,21300220,Detroit,79.0,185.0,-3.5,Chicago,17.0,6.0,0.353,24.0,1.0,32.0,79.0,42.0,0.532,12.0,9.0,0.75,24.0,240:00,8.0,15.0,99.0,13.0,7.0,18.0,42.0,40.0,9.0,16.0,Chicago,12.0,2.0,0.167,12.0,4.0,26.0,77.0,34.0,0.442,19.0,9.0,0.474,6.0,240:00,12.0,19.0,79.0,14.0,8.0,14.0,42.0,38.0,11.0,15.0,Detroit,2013-14
84.0,Regular Season,2013-11-27,Atlanta at Houston,21300221,Houston,113.0,205.0,-8.0,Atlanta,22.0,8.0,0.364,21.0,4.0,26.0,75.0,32.0,0.427,15.0,12.0,0.8,29.0,240:00,6.0,24.0,84.0,11.0,11.0,15.0,46.0,32.0,8.0,18.0,Atlanta,27.0,14.0,0.519,25.0,3.0,34.0,78.0,43.0,0.551,21.0,13.0,0.619,0.0,240:00,8.0,17.0,113.0,12.0,8.0,24.0,34.0,42.0,8.0,13.0,Houston,2013-14
100.0,Regular Season,2013-11-27,Washington at Milwaukee,21300222,Milwaukee,92.0,190.0,2.5,Washington,26.0,10.0,0.385,27.0,2.0,29.0,74.0,37.0,0.5,22.0,16.0,0.727,9.0,265:00,5.0,9.0,100.0,7.0,13.0,29.0,30.0,34.0,14.0,19.0,Washington,25.0,10.0,0.4,26.0,1.0,33.0,85.0,37.0,0.435,10.0,8.0,0.8,8.0,265:00,11.0,20.0,92.0,6.0,11.0,24.0,32.0,44.0,7.0,22.0,Milwaukee,2013-14
117.0,Regular Season,2013-11-27,Denver at Minnesota,21300223,Minnesota,110.0,213.0,-7.0,Denver,16.0,8.0,0.5,22.0,5.0,27.0,88.0,45.0,0.511,25.0,19.0,0.76,15.0,240:00,9.0,25.0,117.0,19.0,20.0,17.0,60.0,36.0,11.0,12.0,Denver,20.0,5.0,0.25,19.0,3.0,31.0,88.0,40.0,0.455,28.0,25.0,0.893,5.0,240:00,15.0,20.0,110.0,19.0,15.0,25.0,46.0,46.0,5.0,16.0,Minnesota,2013-14
88.0,Regular Season,2013-11-27,San Antonio at Oklahoma City,21300224,Oklahoma City,94.0,201.5,-3.0,San Antonio,27.0,7.0,0.259,19.0,3.0,33.0,92.0,36.0,0.391,14.0,9.0,0.643,11.0,240:00,12.0,16.0,88.0,14.0,16.0,16.0,40.0,45.0,11.0,12.0,San Antonio,15.0,4.0,0.267,24.0,6.0,40.0,84.0,39.0,0.464,15.0,12.0,0.8,7.0,240:00,11.0,17.0,94.0,13.0,14.0,12.0,44.0,51.0,5.0,16.0,Oklahoma City,2013-14
99.0,Regular Season,2013-11-27,Golden State at Dallas,21300225,Dallas,103.0,206.0,-4.5,Golden State,23.0,9.0,0.391,18.0,6.0,42.0,76.0,32.0,0.421,34.0,26.0,0.765,2.0,240:00,10.0,15.0,99.0,17.0,6.0,30.0,32.0,52.0,2.0,18.0,Golden State,18.0,7.0,0.389,27.0,4.0,31.0,99.0,44.0,0.444,10.0,8.0,0.8,17.0,240:00,12.0,22.0,103.0,10.0,19.0,7.0,42.0,43.0,9.0,6.0,Dallas,2013-14
106.0,Regular Season,2013-11-27,Portland at Phoenix,21300226,Phoenix,120.0,199.5,4.5,Portland,19.0,7.0,0.368,21.0,2.0,24.0,86.0,39.0,0.453,24.0,21.0,0.875,16.0,240:00,15.0,20.0,106.0,21.0,8.0,15.0,44.0,39.0,4.0,12.0,Portland,24.0,10.0,0.417,22.0,4.0,30.0,81.0,42.0,0.519,31.0,26.0,0.839,22.0,240:00,13.0,22.0,120.0,26.0,13.0,14.0,42.0,43.0,9.0,10.0,Phoenix,2013-14
80.0,Regular Season,2013-11-27,New York at L.A. Clippers,21300227,L.A. Clippers,93.0,204.0,-9.5,New York,20.0,3.0,0.15,20.0,6.0,32.0,83.0,32.0,0.386,15.0,13.0,0.867,15.0,240:00,12.0,27.0,80.0,20.0,16.0,12.0,38.0,44.0,6.0,14.0,New York,25.0,6.0,0.24,17.0,2.0,35.0,74.0,32.0,0.432,31.0,23.0,0.742,9.0,240:00,7.0,17.0,93.0,8.0,8.0,17.0,34.0,42.0,8.0,13.0,L.A. Clippers,2013-14
76.0,Regular Season,2013-11-29,Milwaukee at Charlotte,21300228,Charlotte,92.0,185.0,-5.0,Milwaukee,17.0,5.0,0.294,17.0,9.0,31.0,84.0,28.0,0.333,20.0,15.0,0.75,5.0,240:00,7.0,22.0,76.0,9.0,10.0,9.0,26.0,38.0,10.0,9.0,Milwaukee,15.0,3.0,0.2,20.0,4.0,38.0,79.0,35.0,0.443,31.0,19.0,0.613,19.0,240:00,16.0,17.0,92.0,17.0,2.0,17.0,44.0,54.0,5.0,17.0,Charlotte,2013-14
109.0,Regular Season,2013-11-29,San Antonio at Orlando,21300229,Orlando,91.0,193.5,9.0,San Antonio,17.0,8.0,0.471,24.0,4.0,36.0,76.0,42.0,0.553,17.0,17.0,1.0,23.0,240:00,7.0,12.0,109.0,12.0,10.0,21.0,44.0,43.0,10.0,19.0,San Antonio,19.0,9.0,0.474,20.0,5.0,24.0,78.0,34.0,0.436,15.0,14.0,0.933,6.0,240:00,4.0,13.0,91.0,12.0,8.0,14.0,24.0,28.0,8.0,15.0,Orlando,2013-14
90.0,Regular Season,2013-11-29,Miami at Toronto,21300230,Toronto,83.0,196.0,6.0,Miami,22.0,9.0,0.409,24.0,4.0,33.0,76.0,36.0,0.474,13.0,9.0,0.692,20.0,240:00,3.0,30.0,90.0,7.0,13.0,18.0,44.0,36.0,10.0,19.0,Miami,30.0,8.0,0.267,16.0,5.0,33.0,73.0,28.0,0.384,32.0,19.0,0.594,1.0,240:00,10.0,18.0,83.0,10.0,2.0,26.0,22.0,43.0,8.0,17.0,Toronto,2013-14
87.0,Regular Season,2013-11-29,Dallas at Atlanta,21300231,Atlanta,88.0,202.5,1.5,Dallas,24.0,9.0,0.375,17.0,4.0,34.0,77.0,29.0,0.377,21.0,20.0,0.952,17.0,240:00,10.0,21.0,87.0,8.0,2.0,20.0,16.0,44.0,9.0,18.0,Dallas,15.0,3.0,0.2,19.0,4.0,34.0,73.0,31.0,0.425,30.0,23.0,0.767,5.0,240:00,9.0,16.0,88.0,6.0,23.0,12.0,46.0,43.0,10.0,16.0,Atlanta,2013-14
86.0,Regular Season,2013-11-29,Cleveland at Boston,21300232,Boston,103.0,189.5,-4.0,Cleveland,18.0,4.0,0.222,13.0,2.0,30.0,86.0,32.0,0.372,27.0,18.0,0.667,0.0,240:00,13.0,21.0,86.0,16.0,10.0,16.0,38.0,43.0,6.0,17.0,Cleveland,23.0,11.0,0.478,26.0,7.0,39.0,76.0,38.0,0.5,26.0,16.0,0.615,25.0,240:00,8.0,22.0,103.0,7.0,12.0,10.0,30.0,47.0,8.0,17.0,Boston,2013-14
106.0,Regular Season,2013-11-29,L.A. Lakers at Detroit,21300233,Detroit,102.0,202.0,-5.5,L.A. Lakers,31.0,14.0,0.452,24.0,8.0,33.0,80.0,36.0,0.45,30.0,20.0,0.667,4.0,240:00,11.0,21.0,106.0,16.0,13.0,20.0,28.0,44.0,11.0,17.0,L.A. Lakers,8.0,1.0,0.125,25.0,3.0,33.0,100.0,44.0,0.44,25.0,13.0,0.52,10.0,240:00,22.0,22.0,102.0,25.0,25.0,14.0,76.0,55.0,10.0,13.0,Detroit,2013-14
95.0,Regular Season,2013-11-29,Brooklyn at Houston,21300234,Houston,114.0,205.5,-11.0,Brooklyn,22.0,6.0,0.273,24.0,3.0,29.0,89.0,37.0,0.416,23.0,15.0,0.652,0.0,240:00,15.0,14.0,95.0,8.0,18.0,14.0,46.0,44.0,10.0,11.0,Brooklyn,32.0,19.0,0.594,31.0,8.0,34.0,74.0,39.0,0.527,20.0,17.0,0.85,32.0,240:00,7.0,18.0,114.0,11.0,14.0,18.0,40.0,41.0,9.0,16.0,Houston,2013-14
112.0,Regular Season,2013-11-29,Golden State at Oklahoma City,21300235,Oklahoma City,113.0,204.0,-7.5,Golden State,26.0,8.0,0.308,20.0,6.0,39.0,95.0,42.0,0.442,29.0,20.0,0.69,7.0,265:00,12.0,28.0,112.0,18.0,15.0,12.0,36.0,51.0,4.0,15.0,Golden State,18.0,6.0,0.333,16.0,9.0,42.0,92.0,36.0,0.391,42.0,35.0,0.833,9.0,265:00,11.0,22.0,113.0,13.0,5.0,17.0,38.0,53.0,8.0,12.0,Oklahoma City,2013-14
73.0,Regular Season,2013-11-29,Washington at Indiana,21300236,Indiana,93.0,186.0,-11.0,Washington,18.0,6.0,0.333,16.0,10.0,31.0,73.0,29.0,0.397,13.0,9.0,0.692,4.0,240:00,6.0,12.0,73.0,9.0,0.0,26.0,30.0,37.0,5.0,17.0,Washington,22.0,9.0,0.409,27.0,1.0,35.0,85.0,38.0,0.447,10.0,8.0,0.8,25.0,240:00,14.0,15.0,93.0,17.0,7.0,11.0,42.0,49.0,12.0,16.0,Indiana,2013-14
121.0,Regular Season,2013-11-29,New Orleans at Philadelphia,21300237,Philadelphia,105.0,209.5,3.5,New Orleans,20.0,8.0,0.4,30.0,9.0,30.0,93.0,51.0,0.548,14.0,11.0,0.786,5.0,240:00,10.0,21.0,121.0,20.0,6.0,19.0,52.0,40.0,13.0,12.0,New Orleans,31.0,12.0,0.387,28.0,4.0,31.0,92.0,42.0,0.457,21.0,9.0,0.429,18.0,240:00,18.0,19.0,105.0,16.0,25.0,13.0,60.0,49.0,6.0,18.0,Philadelphia,2013-14
95.0,Regular Season,2013-11-29,New York at Denver,21300238,Denver,97.0,202.0,-8.5,New York,22.0,6.0,0.273,16.0,6.0,34.0,83.0,34.0,0.41,25.0,21.0,0.84,0.0,240:00,8.0,24.0,95.0,9.0,4.0,11.0,36.0,42.0,6.0,10.0,New York,24.0,9.0,0.375,19.0,5.0,39.0,71.0,31.0,0.437,34.0,26.0,0.765,13.0,240:00,5.0,23.0,97.0,6.0,2.0,8.0,38.0,44.0,4.0,14.0,Denver,2013-14
112.0,Regular Season,2013-11-29,Phoenix at Utah,21300239,Utah,101.0,190.0,2.0,Phoenix,25.0,8.0,0.32,18.0,5.0,24.0,75.0,41.0,0.547,25.0,22.0,0.88,20.0,240:00,6.0,17.0,112.0,11.0,18.0,11.0,52.0,30.0,4.0,8.0,Phoenix,20.0,5.0,0.25,21.0,1.0,26.0,83.0,40.0,0.482,20.0,16.0,0.8,9.0,240:00,13.0,18.0,101.0,20.0,19.0,14.0,60.0,39.0,5.0,11.0,Utah,2013-14
104.0,Regular Season,2013-11-29,L.A. Clippers at Sacramento,21300240,Sacramento,98.0,203.0,2.5,L.A. Clippers,20.0,6.0,0.3,20.0,9.0,33.0,83.0,37.0,0.446,37.0,24.0,0.649,8.0,265:00,13.0,16.0,104.0,17.0,18.0,18.0,54.0,46.0,4.0,12.0,L.A. Clippers,23.0,6.0,0.261,24.0,5.0,32.0,91.0,42.0,0.462,10.0,8.0,0.8,8.0,265:00,12.0,33.0,98.0,10.0,7.0,15.0,34.0,44.0,4.0,15.0,Sacramento,2013-14
101.0,Regular Season,2013-11-30,Atlanta at Washington,21300241,Washington,108.0,190.0,-4.5,Atlanta,17.0,7.0,0.412,19.0,6.0,31.0,81.0,36.0,0.444,26.0,22.0,0.846,1.0,240:00,9.0,18.0,101.0,14.0,12.0,18.0,36.0,40.0,7.0,16.0,Atlanta,24.0,12.0,0.5,24.0,5.0,32.0,78.0,38.0,0.487,30.0,20.0,0.667,18.0,240:00,6.0,20.0,108.0,7.0,11.0,17.0,36.0,38.0,12.0,16.0,Washington,2013-14
93.0,Regular Season,2013-11-30,Chicago at Cleveland,21300242,Cleveland,97.0,182.5,5.0,Chicago,15.0,6.0,0.4,31.0,4.0,27.0,82.0,39.0,0.476,15.0,9.0,0.6,4.0,240:00,9.0,22.0,93.0,8.0,8.0,12.0,36.0,36.0,5.0,9.0,Chicago,15.0,7.0,0.467,20.0,7.0,31.0,78.0,37.0,0.474,19.0,16.0,0.842,15.0,240:00,10.0,18.0,97.0,12.0,12.0,15.0,38.0,41.0,5.0,10.0,Cleveland,2013-14
97.0,Regular Season,2013-11-30,Brooklyn at Memphis,21300243,Memphis,88.0,186.5,-7.5,Brooklyn,18.0,9.0,0.5,21.0,4.0,31.0,73.0,34.0,0.466,26.0,20.0,0.769,16.0,240:00,8.0,10.0,97.0,10.0,2.0,20.0,34.0,39.0,6.0,12.0,Brooklyn,15.0,7.0,0.467,20.0,3.0,27.0,77.0,36.0,0.468,12.0,9.0,0.75,5.0,240:00,6.0,19.0,88.0,4.0,14.0,19.0,42.0,33.0,6.0,13.0,Memphis,2013-14
112.0,Regular Season,2013-11-30,Minnesota at Dallas,21300244,Dallas,106.0,208.5,2.0,Minnesota,26.0,11.0,0.423,24.0,4.0,30.0,79.0,40.0,0.506,30.0,21.0,0.7,5.0,240:00,14.0,9.0,112.0,18.0,19.0,14.0,56.0,44.0,5.0,14.0,Minnesota,24.0,7.0,0.292,29.0,4.0,24.0,92.0,45.0,0.489,11.0,9.0,0.818,11.0,240:00,13.0,26.0,106.0,19.0,14.0,12.0,42.0,37.0,9.0,11.0,Dallas,2013-14
112.0,Regular Season,2013-11-30,Houston at San Antonio,21300245,San Antonio,106.0,205.5,-6.5,Houston,30.0,13.0,0.433,24.0,4.0,42.0,90.0,40.0,0.444,30.0,19.0,0.633,23.0,240:00,12.0,18.0,112.0,14.0,25.0,13.0,42.0,54.0,13.0,16.0,Houston,26.0,9.0,0.346,27.0,9.0,29.0,91.0,44.0,0.484,13.0,9.0,0.692,5.0,240:00,4.0,19.0,106.0,6.0,17.0,11.0,58.0,33.0,8.0,15.0,San Antonio,2013-14
112.0,Regular Season,2013-11-30,Utah at Phoenix,21300246,Phoenix,104.0,194.5,-9.0,Utah,18.0,9.0,0.5,21.0,1.0,27.0,76.0,39.0,0.513,29.0,25.0,0.862,9.0,240:00,12.0,23.0,112.0,25.0,17.0,13.0,46.0,39.0,6.0,12.0,Utah,27.0,12.0,0.444,17.0,3.0,23.0,78.0,37.0,0.474,25.0,18.0,0.72,6.0,240:00,12.0,28.0,104.0,13.0,13.0,20.0,38.0,35.0,8.0,13.0,Phoenix,2013-14
85.0,Regular Season,2013-11-30,Boston at Milwaukee,21300247,Milwaukee,92.0,185.5,2.5,Boston,19.0,4.0,0.211,17.0,2.0,31.0,84.0,35.0,0.417,15.0,11.0,0.733,17.0,240:00,10.0,21.0,85.0,9.0,16.0,10.0,30.0,41.0,7.0,10.0,Boston,17.0,8.0,0.471,28.0,8.0,38.0,78.0,36.0,0.462,20.0,12.0,0.6,11.0,240:00,11.0,16.0,92.0,13.0,4.0,9.0,46.0,49.0,4.0,13.0,Milwaukee,2013-14
112.0,Regular Season,2013-12-01,Denver at Toronto,21300248,Toronto,98.0,203.0,-2.5,Denver,23.0,10.0,0.435,29.0,6.0,33.0,87.0,44.0,0.506,19.0,14.0,0.737,16.0,240:00,14.0,22.0,112.0,15.0,18.0,13.0,50.0,47.0,10.0,15.0,Denver,22.0,8.0,0.364,18.0,6.0,28.0,87.0,35.0,0.402,26.0,20.0,0.769,15.0,240:00,14.0,20.0,98.0,19.0,7.0,15.0,38.0,42.0,8.0,13.0,Toronto,2013-14
105.0,Regular Season,2013-12-01,Indiana at L.A. Clippers,21300249,L.A. Clippers,100.0,191.0,1.5,Indiana,26.0,8.0,0.308,25.0,4.0,33.0,89.0,39.0,0.438,26.0,19.0,0.731,14.0,240:00,17.0,25.0,105.0,17.0,2.0,17.0,40.0,50.0,5.0,16.0,Indiana,15.0,4.0,0.267,19.0,2.0,29.0,82.0,36.0,0.439,31.0,24.0,0.774,1.0,240:00,12.0,23.0,100.0,13.0,12.0,17.0,46.0,41.0,8.0,11.0,L.A. Clippers,2013-14
100.0,Regular Season,2013-12-01,Philadelphia at Detroit,21300250,Detroit,115.0,206.5,-8.0,Philadelphia,23.0,7.0,0.304,22.0,7.0,35.0,88.0,38.0,0.432,19.0,17.0,0.895,25.0,240:00,6.0,27.0,100.0,17.0,20.0,26.0,52.0,41.0,15.0,20.0,Philadelphia,28.0,10.0,0.357,26.0,7.0,41.0,89.0,41.0,0.461,39.0,23.0,0.59,0.0,240:00,16.0,20.0,115.0,9.0,22.0,25.0,54.0,57.0,12.0,23.0,Detroit,2013-14
115.0,Regular Season,2013-12-01,Golden State at Sacramento,21300251,Sacramento,113.0,200.5,4.5,Golden State,25.0,15.0,0.6,22.0,5.0,22.0,82.0,42.0,0.512,22.0,16.0,0.727,7.0,240:00,10.0,25.0,115.0,16.0,9.0,33.0,40.0,32.0,13.0,18.0,Golden State,19.0,9.0,0.474,22.0,1.0,28.0,76.0,40.0,0.526,28.0,24.0,0.857,16.0,240:00,11.0,25.0,113.0,13.0,20.0,23.0,34.0,39.0,11.0,24.0,Sacramento,2013-14
98.0,Regular Season,2013-12-01,Charlotte at Miami,21300252,Miami,99.0,189.5,-11.5,Charlotte,15.0,4.0,0.267,16.0,2.0,33.0,76.0,35.0,0.461,28.0,24.0,0.857,10.0,240:00,6.0,20.0,98.0,6.0,9.0,20.0,38.0,39.0,8.0,14.0,Charlotte,18.0,8.0,0.444,19.0,9.0,30.0,69.0,36.0,0.522,25.0,19.0,0.76,14.0,240:00,4.0,19.0,99.0,10.0,5.0,14.0,38.0,34.0,8.0,14.0,Miami,2013-14
103.0,Regular Season,2013-12-01,Minnesota at Oklahoma City,21300253,Oklahoma City,113.0,208.0,-8.5,Minnesota,29.0,9.0,0.31,22.0,2.0,31.0,89.0,37.0,0.416,26.0,20.0,0.769,11.0,240:00,15.0,14.0,103.0,17.0,19.0,8.0,40.0,46.0,12.0,12.0,Minnesota,19.0,9.0,0.474,26.0,10.0,35.0,87.0,49.0,0.563,9.0,6.0,0.667,14.0,240:00,8.0,22.0,113.0,15.0,29.0,20.0,58.0,43.0,8.0,15.0,Oklahoma City,2013-14
103.0,Regular Season,2013-12-01,New Orleans at New York,21300254,New York,99.0,198.0,-1.5,New Orleans,21.0,10.0,0.476,22.0,1.0,23.0,77.0,38.0,0.494,23.0,17.0,0.739,7.0,240:00,9.0,19.0,103.0,10.0,6.0,24.0,30.0,32.0,10.0,12.0,New Orleans,35.0,13.0,0.371,23.0,9.0,29.0,76.0,34.0,0.447,21.0,18.0,0.857,7.0,240:00,13.0,23.0,99.0,13.0,19.0,8.0,48.0,42.0,9.0,17.0,New York,2013-14
114.0,Regular Season,2013-12-01,Portland at L.A. Lakers,21300255,L.A. Lakers,108.0,206.5,3.5,Portland,23.0,9.0,0.391,28.0,1.0,37.0,87.0,38.0,0.437,34.0,29.0,0.853,2.0,240:00,15.0,19.0,114.0,15.0,15.0,12.0,44.0,52.0,6.0,12.0,Portland,28.0,10.0,0.357,25.0,7.0,32.0,87.0,40.0,0.46,23.0,18.0,0.783,20.0,240:00,9.0,21.0,108.0,12.0,11.0,19.0,36.0,41.0,8.0,9.0,L.A. Lakers,2013-14
80.0,Regular Season,2013-12-02,Orlando at Washington,21300256,Washington,98.0,194.0,-6.5,Orlando,15.0,3.0,0.2,14.0,4.0,31.0,77.0,30.0,0.39,19.0,17.0,0.895,5.0,240:00,9.0,24.0,80.0,6.0,11.0,16.0,30.0,40.0,9.0,16.0,Orlando,13.0,9.0,0.692,21.0,4.0,35.0,73.0,33.0,0.452,29.0,23.0,0.793,21.0,240:00,7.0,22.0,98.0,9.0,13.0,12.0,26.0,42.0,5.0,17.0,Washington,2013-14
131.0,Regular Season,2013-12-02,New Orleans at Chicago,21300257,Chicago,128.0,191.0,-7.0,New Orleans,23.0,11.0,0.478,25.0,5.0,32.0,113.0,50.0,0.442,27.0,20.0,0.741,8.0,315:00,22.0,34.0,131.0,15.0,6.0,19.0,48.0,54.0,9.0,11.0,New Orleans,23.0,8.0,0.348,34.0,7.0,39.0,101.0,48.0,0.475,34.0,24.0,0.706,6.0,315:00,16.0,23.0,128.0,24.0,23.0,15.0,48.0,55.0,4.0,16.0,Chicago,2013-14
100.0,Regular Season,2013-12-02,Atlanta at San Antonio,21300258,San Antonio,102.0,199.0,-12.0,Atlanta,31.0,11.0,0.355,22.0,2.0,29.0,96.0,42.0,0.438,5.0,5.0,1.0,8.0,240:00,10.0,19.0,100.0,16.0,7.0,23.0,50.0,39.0,10.0,10.0,Atlanta,18.0,6.0,0.333,27.0,8.0,39.0,78.0,42.0,0.538,17.0,12.0,0.706,8.0,240:00,9.0,10.0,102.0,11.0,15.0,12.0,40.0,48.0,6.0,17.0,San Antonio,2013-14
103.0,Regular Season,2013-12-02,Houston at Utah,21300259,Utah,109.0,202.0,7.5,Houston,28.0,9.0,0.321,18.0,5.0,29.0,83.0,40.0,0.482,20.0,14.0,0.7,14.0,240:00,11.0,19.0,103.0,8.0,14.0,11.0,46.0,40.0,5.0,8.0,Houston,17.0,10.0,0.588,20.0,2.0,31.0,79.0,43.0,0.544,16.0,13.0,0.813,2.0,240:00,8.0,18.0,109.0,15.0,12.0,14.0,54.0,39.0,3.0,11.0,Utah,2013-14
102.0,Regular Season,2013-12-02,Indiana at Portland,21300260,Portland,106.0,192.0,1.0,Indiana,22.0,9.0,0.409,25.0,2.0,33.0,88.0,39.0,0.443,17.0,15.0,0.882,9.0,240:00,9.0,28.0,102.0,15.0,14.0,11.0,30.0,42.0,9.0,15.0,Indiana,13.0,5.0,0.385,17.0,4.0,34.0,76.0,36.0,0.474,33.0,29.0,0.879,8.0,240:00,6.0,20.0,106.0,10.0,6.0,8.0,26.0,40.0,3.0,14.0,Portland,2013-14
125.0,Regular Season,2013-12-03,Orlando at Philadelphia,21300261,Philadelphia,126.0,206.0,-4.0,Orlando,26.0,6.0,0.231,28.0,3.0,26.0,94.0,47.0,0.5,32.0,25.0,0.781,9.0,290:00,8.0,27.0,125.0,16.0,11.0,17.0,38.0,34.0,13.0,18.0,Orlando,29.0,11.0,0.379,20.0,4.0,36.0,96.0,46.0,0.479,33.0,23.0,0.697,11.0,290:00,20.0,27.0,126.0,31.0,18.0,22.0,58.0,56.0,10.0,23.0,Philadelphia,2013-14
100.0,Regular Season,2013-12-03,Milwaukee at Boston,21300262,Boston,108.0,185.5,-7.5,Milwaukee,18.0,8.0,0.444,21.0,6.0,25.0,78.0,37.0,0.474,21.0,18.0,0.857,15.0,240:00,8.0,17.0,100.0,12.0,10.0,20.0,36.0,33.0,4.0,12.0,Milwaukee,24.0,11.0,0.458,20.0,4.0,29.0,77.0,38.0,0.494,27.0,21.0,0.778,2.0,240:00,11.0,23.0,108.0,11.0,14.0,19.0,40.0,40.0,7.0,12.0,Boston,2013-14
111.0,Regular Season,2013-12-03,Denver at Brooklyn,21300263,Brooklyn,87.0,203.5,4.5,Denver,18.0,7.0,0.389,23.0,7.0,39.0,85.0,43.0,0.506,28.0,18.0,0.643,8.0,240:00,17.0,23.0,111.0,6.0,16.0,13.0,48.0,56.0,7.0,10.0,Denver,16.0,2.0,0.125,15.0,4.0,26.0,75.0,30.0,0.4,34.0,25.0,0.735,28.0,240:00,11.0,19.0,87.0,16.0,15.0,15.0,50.0,37.0,7.0,11.0,Brooklyn,2013-14
107.0,Regular Season,2013-12-03,Detroit at Miami,21300264,Miami,97.0,200.0,-9.0,Detroit,16.0,7.0,0.438,21.0,5.0,33.0,80.0,41.0,0.513,26.0,18.0,0.692,18.0,240:00,13.0,19.0,107.0,15.0,15.0,14.0,60.0,46.0,11.0,18.0,Detroit,28.0,9.0,0.321,19.0,3.0,21.0,82.0,36.0,0.439,23.0,16.0,0.696,2.0,240:00,13.0,18.0,97.0,17.0,12.0,29.0,48.0,34.0,12.0,19.0,Miami,2013-14
