timestamp,open,high,low,close,volume,c_bin,range,v0,v1,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v2,v20,v21,v22,v23,v24,v25,v26,v27,v28,v29,v3,v4,v5,v6,v7,v8,v9,omc,hml,RetTarget
1420468200,204.179992676,204.369995117,202.899993896,203.240005493,28373561.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00462501061411,0.00724495448459,-0.00964380368477
1420471800,203.229995728,203.229995728,202.149993896,202.259994507,28448872.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00479581354221,0.00534257661965,-0.0120636173682
1420475400,202.259994507,202.88999939,201.929992676,201.949996948,17554346.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00153502135815,0.00475415613672,-0.0013864757788
1420479000,201.960006714,202.244995117,201.559997559,201.729995728,17378604.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00114019229267,0.00339847969285,-0.0031229348008
1420482600,201.720001221,202.160003662,201.580001831,201.729995728,18362105.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4.95439798127e-05,0.00287727862777,0.00337088161886
1420486200,201.729995728,201.949996948,201.350006104,201.75,18202657.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9.91537668448e-05,0.00297984021127,0.00024784660103
1420489800,201.75,202.320007324,201.619995117,201.800003052,24339640.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.000247785188313,0.00347193841873,0.00157185184457
1420554600,202.100006104,202.720001221,201.63999939,202.550003052,32870884.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.00222165856066,0.00535608923985,-0.00227107729912
1420558200,202.554992676,202.580001831,200.5,200.636398315,26189734.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00956254386771,0.0103740739703,0.0084909719112
1420561800,200.630004883,200.649993896,199.179992676,199.550003052,29890732.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0054121864923,0.00738026546218,0.0275620141112
