Date,Close,DayRange,Low,Open,ema_15
2009-01-30,104.58000200000001,0.004398536921045347,104.58000200000001,105.040001,
2009-02-02,104.25,0.03693043645083932,104.25,108.099998,
2009-02-03,99.370003,0.04800237351306114,99.370003,104.139999,
2009-02-04,99.739998,0.006516954211288466,99.739998,100.389999,
2009-02-05,99.129997,0.04700901988325492,99.129997,103.790001,
2009-02-06,97.699997,0.013510747600125387,97.699997,99.019997,
2009-02-09,99.33000200000001,0.009966757073054179,99.33000200000001,100.32,
2009-02-10,104.599998,0.010133900767378613,104.599998,105.660004,
2009-02-11,103.07,0.01707579315028635,103.07,104.83000200000001,
2009-02-12,102.760002,0.05099258367083333,102.760002,108.0,101.45299990000001
2009-02-13,101.989998,0.012256103779902026,101.989998,103.239998,101.55063591818183
2009-02-17,107.089996,0.03445702808691863,107.089996,110.779999,102.55779229669422
2009-02-18,108.220001,0.013491027411836843,108.220001,109.68,103.58728478820436
2009-02-19,108.279999,0.007111230209745386,108.279999,109.050003,104.44050555398539
2009-02-20,113.32,0.027179685845393643,113.32,116.400002,106.0549590896244
2009-02-23,119.379997,0.0011727257791772315,119.379997,119.519997,108.47769325514724
2009-02-24,108.08000200000001,0.11028865450983237,108.08000200000001,120.0,108.40538575421138
2009-02-25,107.449997,0.0520242359802021,107.449997,113.040001,108.23167870799112
2009-02-26,108.519997,0.008201317956173525,108.519997,109.410004,108.2841002156291
2009-02-27,108.66999799999999,0.04637895548686772,108.66999799999999,113.709999,108.35426344915108
2009-03-02,116.389999,0.014004622510564679,116.389999,118.019997,109.81530627657816
2009-03-03,115.900002,0.022864546628739515,115.900002,118.550003,110.92161458992759
2009-03-04,107.809998,0.06659864700118079,107.809998,114.989998,110.35586611903166
2009-03-05,114.300003,0.006036701503848571,114.300003,114.989998,111.07298191557136
2009-03-06,113.379997,0.01966840764689731,113.379997,115.610001,111.4924392036493
2009-03-09,113.82,0.005974345457740352,113.82,114.5,111.91563207571306
2009-03-10,105.339996,0.07271695738435381,105.339996,113.0,110.72006188012887
2009-03-11,104.559998,0.01568476502840028,104.559998,106.199997,109.60005026555999
2009-03-12,102.739998,0.028810580665964158,102.739998,105.699997,108.35276803545817
2009-03-13,104.25,0.011894465227817745,104.25,105.489998,107.60681021082941
2009-03-16,107.91999799999999,0.0009266030564605001,107.91999799999999,108.019997,107.66375344522406
2009-03-17,104.18,0.04914573814551734,104.18,109.300003,107.03034372791059
2009-03-18,104.440002,0.015990032248371557,104.440002,106.110001,106.55937250465412
2009-03-19,109.339996,0.0,109.339996,109.339996,107.06494041289882
2009-03-20,115.959999,0.007761314313222792,115.959999,116.860001,108.68222379237176
2009-03-23,108.620003,0.05643524977623139,108.620003,114.75,108.67091092103144
2009-03-24,110.400002,0.004800706434769867,110.400002,110.93,108.98529111720754
2009-03-25,108.639999,0.02761413869306092,108.639999,111.639999,108.92251073226072
2009-03-26,104.360001,0.022422345511476177,104.360001,106.699997,108.09296350821332
2009-03-27,107.309998,0.0009319355313007051,107.309998,107.410004,107.95060614308362
2009-03-30,115.290001,0.010061549049687252,115.290001,116.449997,109.28504157161387
2009-03-31,113.209999,0.015634696719677564,113.209999,114.980003,109.9986701949568
2009-04-01,111.16999799999999,0.0703427196247679,111.16999799999999,118.989998,110.21163888678284
2009-04-02,109.349998,0.014723374754885655,109.349998,110.959999,110.05497690736777
2009-04-03,107.41999799999999,0.061720397723336505,107.41999799999999,114.050003,109.5758898333009
2009-04-06,108.019997,0.016848722926737312,108.019997,109.839996,109.2930002272462
2009-04-07,108.010002,0.018424201121670196,108.010002,110.0,109.05972782229234
2009-04-08,105.779999,0.02372851223036975,105.779999,108.290001,108.46341349096646
2009-04-09,101.860001,0.013646171081423837,101.860001,103.25,107.26279303806346
2009-04-13,100.370003,0.031284237383155236,100.370003,103.510002,106.00955848568829
2009-04-14,100.440002,0.016825915634689017,100.440002,102.129997,104.99691185192678
2009-04-15,98.0,0.030816295918367383,98.0,101.019997,103.72474606066737
2009-04-16,94.910004,0.027605045723104203,94.910004,97.529999,102.12206568600058
2009-04-17,92.730003,0.04173401137493766,92.730003,96.599998,100.41441792490957
2009-04-20,99.589996,0.005321889961718621,99.589996,100.120003,100.26452302947146
2009-04-21,96.07,0.052045383574476946,96.07,101.07,99.50188247865847
2009-04-22,96.269997,0.009660330622010849,96.269997,97.199997,98.91426693708421
2009-04-23,95.83000200000001,0.01847016553333675,95.83000200000001,97.599998,98.35349149397798
2009-04-24,95.610001,0.010040780148093465,95.610001,96.57,97.85467504052744
2009-04-27,98.32,0.00457686126932476,98.32,98.769997,97.93927957861335
2009-04-28,97.110001,0.028112398021703268,97.110001,99.839996,97.78850165522911
2009-04-29,93.019997,0.04074393810182545,93.019997,96.809998,96.92150080882382
2009-04-30,93.760002,0.005332764391365947,93.760002,94.260002,96.34668284358312
2009-05-01,92.559998,0.02560503512543306,92.559998,94.93,95.65819469020437
2009-05-04,87.629997,0.049412326238011776,87.629997,91.959999,94.19852238289448
2009-05-05,88.379997,0.013690869439608561,88.379997,89.589996,93.14060867691367
2009-05-06,85.339996,0.028005707898087987,85.339996,87.730003,91.72231546292937
2009-05-07,86.57,0.01143580917176851,86.57,87.559998,90.78553083330586
2009-05-08,82.650002,0.04392010783012447,82.650002,86.279999,89.30634377270479
2009-05-11,83.389999,0.027581281059854718,83.389999,85.690002,88.2306447231221
2009-05-12,82.959999,0.027000940537619825,82.959999,85.199997,87.27234550073626
2009-05-13,85.529999,0.008184309694660382,85.529999,86.230003,86.95555522787512
2009-05-14,81.91999799999999,0.06567389076352287,81.91999799999999,87.300003,86.03999936826146
2009-05-15,83.43,0.01150664029725514,83.43,84.389999,85.56545402857756
2009-05-18,77.879997,0.07203391392015586,77.879997,83.489998,84.16809820519983
2009-05-19,76.370003,0.028021460206044554,76.370003,78.510002,82.75026271334531
2009-05-20,77.379997,0.0018092531071046767,77.379997,77.519997,81.77385076546435
2009-05-21,81.699997,0.021542252933008064,81.699997,83.459999,81.7604228081072
2009-05-22,83.809998,0.0,83.809998,83.809998,82.1330728429968
2009-05-26,78.610001,0.06614930586249447,78.610001,83.809998,81.49251432608828
2009-05-27,80.839996,0.004329614266680661,80.839996,81.190002,81.37387463043586
2009-05-28,79.68,0.02773593122489955,79.68,81.889999,81.06589742490208
2009-05-29,77.93,0.02669064545104572,77.93,80.010002,80.49573425673806
2009-06-01,74.400002,0.0340053485482434,74.400002,76.93,79.38741930096751
2009-06-02,75.410004,0.010343428704764505,75.410004,76.190002,78.66425288260977
2009-06-03,79.050003,0.01568624861405761,79.050003,80.290001,78.73438926758982
2009-06-04,77.529999,0.021411105654728604,77.529999,79.190002,78.51540921893712
2009-06-05,77.349998,0.022624434974128894,77.349998,79.099998,78.30351627003947
2009-06-08,77.739998,0.02919994929765756,77.739998,80.010002,78.20105840275956
2009-06-09,74.260002,0.04228386635378761,74.260002,77.400002,77.48450269316692
2009-06-10,75.0,0.03346669333333333,75.0,77.510002,77.03277493077293
2009-06-11,73.309998,0.017869390748039633,73.309998,74.620003,76.35590639790513
2009-06-12,71.900002,0.03045888649627574,71.900002,74.089996,75.54574196192237
2009-06-15,75.089996,0.002130829784569448,75.089996,75.25,75.46287905975467
2009-06-16,77.800003,0.011825166639132296,77.800003,78.720001,75.88781068525383
2009-06-17,78.949997,0.016719443320561588,78.949997,80.269997,76.44457183338949
2009-06-18,78.190002,0.01918403838894901,78.190002,79.690002,76.76192277277322
2009-06-19,76.019997,0.029597475516869594,76.019997,78.269997,76.62702717772355
2009-06-22,79.059998,0.011130837620309753,79.059998,79.940002,77.06938550904654
2009-06-23,77.199997,0.034844586846292325,77.199997,79.889999,77.09313305285626
2009-06-24,74.41999799999999,0.03722123185222357,74.41999799999999,77.190002,76.60710849779149
2009-06-25,70.910004,0.0630375510908165,70.910004,75.379997,75.57127131637485
2009-06-26,69.800003,0.030372419898033368,69.800003,71.91999799999999,74.5219498043067
2009-06-29,66.959999,0.049731213406977615,66.959999,70.290001,73.14704965806912
2009-06-30,68.110001,0.013507531735317503,68.110001,69.029999,72.23122262932928
2009-07-01,67.839996,0.001179274833683558,67.839996,67.91999799999999,71.43281778763304
2009-07-02,71.58000200000001,0.0013970102990497172,71.58000200000001,71.68,71.45957855351794
2009-07-06,70.66999799999999,0.034102222558433,70.66999799999999,73.08000200000001,71.31601845287831
2009-07-07,72.839996,0.008374533683390056,72.839996,73.449997,71.59310527962771
2009-07-08,74.400002,0.03897850701670684,74.400002,77.300003,72.10345013787722
2009-07-09,73.18,0.013664935774801858,73.18,74.18,72.299186476445
2009-07-10,73.150002,0.02159946625838774,73.150002,74.730003,72.45388020800046
2009-07-13,70.699997,0.04271575853107887,70.699997,73.720001,72.13499235200037
2009-07-14,69.139999,0.023864651777041543,69.139999,70.790001,71.59044810618212
2009-07-15,67.43,0.01186419991101868,67.43,68.230003,70.8340029959672
2009-07-16,66.309998,0.023827492801311956,66.309998,67.889999,70.01145663306407
2009-07-17,66.33000200000001,0.005427408248834357,66.33000200000001,66.690002,69.34210124523425
2009-07-20,65.040001,0.023677751788472506,65.040001,66.58000200000001,68.55990120064621
2009-07-21,64.099998,0.01981287113300686,64.099998,65.370003,67.74900970961963
2009-07-22,61.380001,0.05946559042903899,61.380001,65.029999,66.59100812605243
2009-07-23,59.619999,0.0355585883186614,59.619999,61.740002000000004,65.32355192131563
2009-07-24,59.369999,0.017180394427832077,59.369999,60.389998999999996,64.2410877538037
2009-07-27,60.0,0.011333333333333329,60.0,60.68,63.46998088947575
2009-07-28,62.549999,0.006714660379131321,62.549999,62.970001,63.302711455025616
2009-07-29,63.220001,0.011230607225077334,63.220001,63.93,63.2876731904755
2009-07-30,61.599998,0.012175325070627437,61.599998,62.349998,62.980823155843595
2009-07-31,61.970001,0.0020977408084920947,61.970001,62.099998,62.797037309326576
2009-08-03,60.869999,0.014949893460652047,60.869999,61.779999,62.44666670763083
2009-08-04,60.200001,0.023089684001832544,60.200001,61.59,62.03818203351614
2009-08-05,59.950001,0.01968306889602887,59.950001,61.130001,61.65851275469502
2009-08-06,60.740002000000004,0.007408577299684583,60.740002000000004,61.189999,61.491510799295924
2009-08-07,58.27,0.04256049425090092,58.27,60.75,60.9057815630603
2009-08-10,58.349998,0.022279418072987788,58.349998,59.650002,60.44109364250388
2009-08-11,60.0,0.025333333333333385,60.0,61.52,60.36089479841227
2009-08-12,58.610001000000004,0.029175890988297308,58.610001000000004,60.32,60.04255047142822
2009-08-13,57.259997999999996,0.038770556715702315,57.259997999999996,59.48,59.53663184025945
2009-08-14,58.869999,0.011381043169373993,58.869999,59.540001000000004,59.41542586930319
2009-08-17,62.07,0.0041888512969228305,62.07,62.330002,59.89807571124807
2009-08-18,60.849998,0.02119968845356407,60.849998,62.139998999999996,60.071152491021145
2009-08-19,58.889998999999996,0.05247072597165439,58.889998999999996,61.98,59.85639731083548
2009-08-20,57.790001000000004,0.018861394378588022,57.790001000000004,58.880001,59.48068889068358
