Date,0,1,2,3,,ls,amount,exp,NET,eod,pnl,commision,acc,strat,,,,6.64
2016+AC0-06+AC0-21,0.193272936812752,0.412807541679562,0.296668970887585,0.097250551737689,,,,72.6592847412969,0.002,66.5919112036937,+AC0-6.06737353760316,0,+ACI-+ACQ-33,144.33+ACI-,+AC0-0.02+ACU-,+AC0-8.35+ACU-,,,18.746
2016+AC0-06+AC0-22,0.167777010916852,0.505984331938981,0.31711303264711,0.009125625600092,,,,66.5919112036937,0.002,71.0039041785629,4.41199297486925,0,+ACI-+ACQ-33,148.74+ACI-,0.01+ACU-,6.63+ACU-,,,19.988001
2016+AC0-06+AC0-23,0.26620030331036,0.464712164907455,0.268437940048386,0.000649590115627,,,,71.0039041785629,0.002,68.900923381353,+AC0-2.10298079720997,0,+ACI-+ACQ-33,146.64+ACI-,+AC0-0.01+ACU-,+AC0-2.96+ACU-,,,19.396
2016+AC0-06+AC0-24,0.157292383808633,0.381957811437363,0.455739113146619,0.005010712748407,,+AC0-1,3600,+AC0-3531.09907661865,+AC0-0.107,+AC0-2913.21117204333,+AC0-617.887904575312,+AC0-1,+ACI-+ACQ-32,527.75+ACI-,+AC0-1.86+ACU-,17.50+ACU-,,,22.790001
2016+AC0-06+AC0-27,0.353979364456845,0.542756015756759,0.013477816044921,0.089786816733425,,,,+AC0-2913.21117204333,+AC0-0.090,+AC0-2805.32393547829,+AC0-107.887236565044,0,+ACI-+ACQ-32,419.87+ACI-,+AC0-0.33+ACU-,3.70+ACU-,,,23.634001
2016+AC0-06+AC0-28,0.292106342697294,0.457895244263947,0.14891635072005,0.101082080200103,,,,+AC0-2805.32393547829,+AC0-0.087,+AC0-2936.36724146647,131.043305988184,0,+ACI-+ACQ-32,550.91+ACI-,0.40+ACU-,+AC0-4.67+ACU-,,,22.530001
2016+AC0-06+AC0-29,0.188930533278683,0.414588734802054,0.286289630167094,0.110191103801079,,,,+AC0-2936.36724146647,+AC0-0.090,+AC0-2758.33463882807,+AC0-178.03260263841,0,+ACI-+ACQ-32,372.88+ACI-,+AC0-0.55+ACU-,6.06+ACU-,,,23.896
2016+AC0-06+AC0-30,0.304043166243164,0.468985863054395,0.195211327616893,0.031759628690793,,,,+AC0-2758.33463882807,+AC0-0.085,+AC0-2605.04240754675,+AC0-153.292231281315,0,+ACI-+ACQ-32,219.58+ACI-,+AC0-0.47+ACU-,5.56+ACU-,,,25.224001
2016+AC0-07+AC0-01,0.186377461469097,0.354079176458195,0.351868274950342,0.107675092430905,,,,+AC0-2605.04240754675,+AC0-0.081,+AC0-2226.22490964707,+AC0-378.817497899681,0,+ACI-+ACQ-31,840.77+ACI-,+AC0-1.18+ACU-,14.54+ACU-,,,28.892
2016+AC0-07+AC0-05,0.306417786474052,0.186354599016113,0.352361204173111,0.154866406332037,,1,2226,+AC0-0.224909647068671,0.000,+AC0-0.210399339473293,+AC0-0.014510307595378,+AC0-1,+ACI-+ACQ-31,839.75+ACI-,0.00+ACU-,6.45+ACU-,,,30.756001
2016+AC0-07+AC0-06,0.374614564085485,0.064474563295231,0.324418117842051,0.236492749841224,,,,+AC0-0.210399339473293,0.000,+AC0-0.191340543455786,+AC0-0.019058796017508,0,+ACI-+ACQ-31,839.73+ACI-,0.00+ACU-,9.06+ACU-,,,33.542
2016+AC0-07+AC0-07,0.162623450074028,0.347840289215482,0.399738633532643,0.089797623871652,,,,+AC0-0.191340543455786,0.000,+AC0-0.208762099366984,0.017421555911199,0,+ACI-+ACQ-31,839.75+ACI-,0.00+ACU-,+AC0-9.10+ACU-,,,30.488001
2016+AC0-07+AC0-08,0.101932383010312,0.335017742320724,0.457305399107558,0.10574447202238,,,,+AC0-0.208762099366984,0.000,+AC0-0.189260852254293,+AC0-0.019501247112691,0,+ACI-+ACQ-31,839.73+ACI-,0.00+ACU-,9.34+ACU-,,,33.335999
2016+AC0-07+AC0-11,0.354368244717551,0.376534748571955,0.191631833764052,0.077465174064029,,,,+AC0-0.189260852254293,0.000,+AC0-0.187852858432962,+AC0-0.001407993821332,0,+ACI-+ACQ-31,839.73+ACI-,0.00+ACU-,0.74+ACU-,,,33.584
2016+AC0-07+AC0-12,0.12783160258221,0.393596623988642,0.449042549793103,0.029529219165696,,+AC0-1,3600,+AC0-3600.18785285843,+AC0-0.113,+AC0-4013.97779782764,413.789944969202,+AC0-1,+ACI-+ACQ-32,252.52+ACI-,1.30+ACU-,+AC0-11.49+ACU-,,,29.724001
2016+AC0-07+AC0-13,0.230530461456969,0.506791724478798,0.235464087109751,0.027213744835874,,,,+AC0-4013.97779782764,+AC0-0.124,+AC0-3641.26287556652,+AC0-372.714922261114,0,+ACI-+ACQ-31,879.81+ACI-,+AC0-1.16+ACU-,9.29+ACU-,,,32.484001
2016+AC0-07+AC0-14,0.233688201469063,0.273989612353209,0.404356432474819,0.087965745187128,,,,+AC0-3641.26287556652,+AC0-0.114,+AC0-3693.49858565504,52.2357100885174,0,+ACI-+ACQ-31,932.04+ACI-,0.16+ACU-,+AC0-1.43+ACU-,,,32.018002
2016+AC0-07+AC0-15,0.401031838475468,0.077049277204415,0.440493267688343,0.081425630322217,,,,+AC0-3693.49858565504,+AC0-0.116,+AC0-3816.00799703122,122.509411376182,0,+ACI-+ACQ-32,054.55+ACI-,0.38+ACU-,+AC0-3.32+ACU-,,,30.955999
2016+AC0-07+AC0-18,0.261970994715513,0.235289997885428,0.333767370930095,0.168971625479358,,+AC0-1,6400,+AC0-10216.0079970312,+AC0-0.319,+AC0-10072.1202257881,+AC0-143.8877712431,+AC0-1,+ACI-+ACQ-31,909.66+ACI-,+AC0-0.45+ACU-,1.41+ACU-,,,31.392
2016+AC0-07+AC0-19,0.12306208498386,0.180788101472814,0.343676204099708,0.35247360497327,,,,+AC0-10072.1202257881,+AC0-0.316,+AC0-10400.0285081096,327.908282321459,0,+ACI-+ACQ-32,237.57+ACI-,1.03+ACU-,+AC0-3.26+ACU-,,,30.370001
2016+AC0-07+AC0-20,0.235477051601638,0.331587270504082,0.399930660573597,0.033005024724698,,,,+AC0-10400.0285081096,+AC0-0.323,+AC0-12221.146722961,1821.1182148514,0,+ACI-+ACQ-34,058.69+ACI-,5.65+ACU-,+AC0-17.51+ACU-,,,25.052
2016+AC0-07+AC0-21,0.432284867565195,0.279435665497606,0.264457411400132,0.023822046642937,,,,+AC0-12221.146722961,+AC0-0.359,+AC0-11070.8408003703,+AC0-1150.30592259069,0,+ACI-+ACQ-32,908.38+ACI-,+AC0-3.38+ACU-,9.41+ACU-,,,27.41
2016+AC0-07+AC0-22,0.13982945088217,0.397076830203352,0.453343866805892,0.009749872783947,,+AC0-1,6400,+AC0-17470.8408003703,+AC0-0.531,+AC0-17588.1204321568,117.279631786507,+AC0-1,+ACI-+ACQ-33,024.66+ACI-,0.36+ACU-,+AC0-0.67+ACU-,,,27.226
2016+AC0-07+AC0-25,0.141208642206225,0.428578087992901,0.213703512452706,0.216509760677646,,,,+AC0-17588.1204321568,+AC0-0.533,+AC0-19447.3215856038,1859.20115344697,0,+ACI-+ACQ-34,883.86+ACI-,5.63+ACU-,+AC0-10.57+ACU-,,,24.348
2016+AC0-07+AC0-26,0.125293544779777,0.489707431591148,0.370750699897281,0.014248319959938,,,,+AC0-19447.3215856038,+AC0-0.557,+AC0-17964.8906318137,+AC0-1482.43095379007,0,+ACI-+ACQ-33,401.43+ACI-,+AC0-4.25+ACU-,7.62+ACU-,,,26.204
2016+AC0-07+AC0-27,0.213030458309876,0.232549329146673,0.542743352240293,0.011676867503446,,,,+AC0-17964.8906318137,+AC0-0.538,+AC0-15521.4899978729,+AC0-2443.40063394077,0,+ACI-+ACQ-30,958.03+ACI-,+AC0-7.32+ACU-,13.60+ACU-,,,29.768
2016+AC0-07+AC0-28,0.339468893119743,0.392629539440059,0.157880277023949,0.110021298984416,,,,+AC0-15521.4899978729,+AC0-0.501,+AC0-15566.332233203,44.842235330123,0,+ACI-+ACQ-31,002.87+ACI-,0.14+ACU-,+AC0-0.29+ACU-,,,29.681999
2016+AC0-07+AC0-29,0.361502627416298,0.489596857501545,0.032708782105458,0.116191726643704,,,,+AC0-15566.332233203,+AC0-0.502,+AC0-14297.1941560467,+AC0-1269.13807715632,0,+ACI-+ACQ-29,733.74+ACI-,+AC0-4.09+ACU-,8.15+ACU-,,,32.102001
2016+AC0-08+AC0-01,0.158345053994777,0.48278017528746,0.229415889945808,0.129458893065413,,+AC0-1,7000,+AC0-21297.1941560467,+AC0-0.716,+AC0-20511.7030806969,+AC0-785.491075349815,+AC0-1,+ACI-+ACQ-28,947.25+ACI-,+AC0-2.64+ACU-,3.69+ACU-,,,33.285999
2016+AC0-08+AC0-02,0.470024795553338,0.11717158829195,0.137915577125243,0.274888040147056,,,,+AC0-20511.7030806969,+AC0-0.709,+AC0-19782.090084225,+AC0-729.612996471922,0,+ACI-+ACQ-28,217.63+ACI-,+AC0-2.52+ACU-,3.56+ACU-,,,34.470001
2016+AC0-08+AC0-03,0.426723992905692,0.060248707911066,0.329174151941585,0.183853138507597,,+AC0-1,4000,+AC0-23782.090084225,+AC0-0.843,+AC0-24590.6956122841,808.605528059077,+AC0-1,+ACI-+ACQ-29,025.24+ACI-,2.87+ACU-,+AC0-3.40+ACU-,,,33.298
2016+AC0-08+AC0-04,0.342957685355979,0.289501508939602,0.222325308029762,0.14521550438018,,,,+AC0-24590.6956122841,+AC0-0.847,+AC0-23970.3525191758,+AC0-620.343093108248,0,+ACI-+ACQ-28,404.89+ACI-,+AC0-2.14+ACU-,2.52+ACU-,,,34.138
2016+AC0-08+AC0-05,0.255469235519387,0.046646407588184,0.18020050400411,0.517683847719479,,+AC0-1,4000,+AC0-27970.3525191758,+AC0-0.985,+AC0-30628.2660332235,2657.91351404765,+AC0-1,+ACI-+ACQ-31,061.81+ACI-,9.36+ACU-,+AC0-9.50+ACU-,,,30.893999
2016+AC0-08+AC0-08,0.109375149650153,0.168148741351463,0.376664181970372,0.345811930939567,,1,30630,1.73396677653,0.000,1.77707191006446,0.043105133534464,+AC0-1,+ACI-+ACQ-31,060.85+ACI-,0.00+ACU-,2.49+ACU-,,,31.662001
2016+AC0-08+AC0-09,0.267057885873288,0.36246095948687,0.228964663795599,0.141516502206379,,,,1.77707191006446,0.000,1.82713659624072,0.050064686176262,0,+ACI-+ACQ-31,060.90+ACI-,0.00+ACU-,2.82+ACU-,,,32.554001
2016+AC0-08+AC0-10,0.138523316506965,0.716468020982698,0.105634752486859,0.039373902759162,,,,1.82713659624072,0.000,1.9180611943807,0.090924598139976,0,+ACI-+ACQ-31,060.99+ACI-,0.00+ACU-,4.98+ACU-,,,34.174
2016+AC0-08+AC0-11,0.157020294655658,0.633831569484184,0.190081849558641,0.019066285090798,,,,1.9180611943807,0.000,1.88045666567137,+AC0-0.037604528709331,0,+ACI-+ACQ-31,060.95+ACI-,0.00+ACU-,+AC0-1.96+ACU-,,,33.504002
2016+AC0-08+AC0-12,0.184879965073433,0.334571228462066,0.241560847671057,0.238987954555927,,+AC0-1,3300,+AC0-3298.11954333433,+AC0-0.106,+AC0-3308.75121375147,10.63167041714,+AC0-1,+ACI-+ACQ-31,070.59+ACI-,0.03+ACU-,+AC0-0.32+ACU-,,,33.396
2016+AC0-08+AC0-15,0.408400970307407,0.203669485146513,0.222966653939441,0.164962895449516,,,,+AC0-3308.75121375147,+AC0-0.106,+AC0-3369.78229700761,61.0310832561427,0,+ACI-+ACQ-31,131.62+ACI-,0.20+ACU-,+AC0-1.84+ACU-,,,32.779999
2016+AC0-08+AC0-16,0.214223224416309,0.230586878717498,0.479187264014146,0.076002630244344,,+AC0-1,3300,+AC0-6669.78229700761,+AC0-0.214,+AC0-6707.22057158123,37.4382745736139,+AC0-1,+ACI-+ACQ-31,168.06+ACI-,0.12+ACU-,+AC0-0.56+ACU-,,,32.596001
2016+AC0-08+AC0-17,0.221847274522232,0.132748699344513,0.240317243473744,0.405086787502388,,,,+AC0-6707.22057158123,+AC0-0.215,+AC0-6994.47298386111,287.25241227988,0,+ACI-+ACQ-31,455.31+ACI-,0.92+ACU-,+AC0-4.28+ACU-,,,31.200001
2016+AC0-08+AC0-18,0.291635463579524,0.321414097873637,0.238106950037702,0.148843502752551,,1,7000,5.5270161388944,0.000,5.72931874063422,0.202302601739825,+AC0-1,+ACI-+ACQ-31,454.51+ACI-,0.00+ACU-,3.66+ACU-,,,32.341999
2016+AC0-08+AC0-19,0.189437164545233,0.50687026588077,0.301941304977781,0.001751266063048,,,,5.72931874063422,0.000,5.28857482442239,+AC0-0.440743916211834,0,+ACI-+ACQ-31,454.07+ACI-,0.00+ACU-,+AC0-7.69+ACU-,,,29.854
2016+AC0-08+AC0-22,0.453005824500092,0.360331262582182,0.123440884452509,0.063222040758676,,,,5.28857482442239,0.000,5.0288759333993,+AC0-0.259698891023086,0,+ACI-+ACQ-31,453.81+ACI-,0.00+ACU-,+AC0-4.91+ACU-,,,28.388
2016+AC0-08+AC0-23,0.190284879963663,0.147682672330532,0.259710160994826,0.402322273858728,,+AC0-1,10000,+AC0-9994.9711240666,+AC0-0.318,+AC0-10430.1474066278,435.176282561164,+AC0-1,+ACI-+ACQ-31,887.99+ACI-,1.38+ACU-,+AC0-4.35+ACU-,,,27.152
2016+AC0-08+AC0-24,0.236094030121773,0.171480291584877,0.361287335039834,0.231138349027716,,1,10400,+AC0-30.1474066277642,+AC0-0.001,+AC0-36.6094674861239,6.46206085835965,+AC0-1,+ACI-+ACQ-31,893.45+ACI-,0.02+ACU-,+AC0-21.43+ACU-,,,21.332001
2016+AC0-08+AC0-25,0.114313192838343,0.410005726338436,0.360779468305671,0.114901630398945,,,,+AC0-36.6094674861239,+AC0-0.001,+AC0-35.2399624952422,+AC0-1.36950499088163,0,+ACI-+ACQ-31,892.08+ACI-,0.00+ACU-,3.74+ACU-,,,22.129999
2016+AC0-08+AC0-26,0.170690980114281,0.059958102087681,0.204821995015887,0.564528914120851,,,,+AC0-35.2399624952422,+AC0-0.001,+AC0-35.6380642133585,0.39810171811623,0,+ACI-+ACQ-31,892.48+ACI-,0.00+ACU-,+AC0-1.13+ACU-,,,21.879999
2016+AC0-08+AC0-29,0.203110621837609,0.308298261247804,0.443118746440497,0.045472379042257,,1,10400,10364.3619357866,0.325,10383.3100555646,18.9481197779496,+AC0-1,+ACI-+ACQ-31,910.43+ACI-,0.06+ACU-,0.18+ACU-,,,21.92
2016+AC0-08+AC0-30,0.204431968133792,0.736979457796351,0.043218619824438,0.015369953500362,,+AC0-1,10000,383.310055564591,0.012,328.05185412371,+AC0-55.2582014408807,+AC0-1,+ACI-+ACQ-31,854.17+ACI-,+AC0-0.17+ACU-,+AC0-14.42+ACU-,,,18.76
2016+AC0-08+AC0-31,0.537919648703779,0.213416064878494,0.143901830499249,0.104762453077944,,,,328.05185412371,0.010,311.089702180845,+AC0-16.9621519428649,0,+ACI-+ACQ-31,837.20+ACI-,+AC0-0.05+ACU-,+AC0-5.17+ACU-,,,17.790001
2016+AC0-09+AC0-01,0.249978101598907,0.410152448887128,0.17460085614845,0.165268597277069,,+AC0-1,10000,+AC0-9688.91029781915,+AC0-0.304,+AC0-8615.99615926495,+AC0-1072.91413855421,+AC0-1,+ACI-+ACQ-30,763.29+ACI-,+AC0-3.37+ACU-,11.07+ACU-,,,19.76
2016+AC0-09+AC0-02,0.074629734144038,0.321157560197893,0.362906696790327,0.241306002534749,,,,+AC0-8615.99615926495,+AC0-0.280,+AC0-7722.13059699283,+AC0-893.865562272114,0,+ACI-+ACQ-29,869.43+ACI-,+AC0-2.91+ACU-,10.37+ACU-,,,21.809999
2016+AC0-09+AC0-06,0.065847828499032,0.234173365916592,0.205698761476439,0.494280046040431,,1,7720,+AC0-2.1305969928344,0.000,+AC0-1.81603821737913,+AC0-0.314558775455273,+AC0-1,+ACI-+ACQ-29,868.11+ACI-,0.00+ACU-,14.76+ACU-,,,25.030001
2016+AC0-09+AC0-07,0.127973019805147,0.296701529333363,0.290416643939779,0.28490880524533,,1,7720,7718.18396178262,0.258,7604.09144600352,+AC0-114.092515779105,+AC0-1,+ACI-+ACQ-29,753.02+ACI-,+AC0-0.38+ACU-,+AC0-1.48+ACU-,,,24.66
2016+AC0-09+AC0-08,0.150852740570017,0.287219295983244,0.349816305681159,0.212111664005441,,,,7604.09144600352,0.256,7113.80331140718,+AC0-490.288134596333,0,+ACI-+ACQ-29,262.73+ACI-,+AC0-1.65+ACU-,+AC0-6.45+ACU-,,,23.07
2016+AC0-09+AC0-09,0.355479639555736,0.066385663060222,0.380529461731477,0.197605236944776,,+AC0-1,7110,3.80331140718226,0.000,3.18673643263256,+AC0-0.616574974549704,+AC0-1,+ACI-+ACQ-29,261.11+ACI-,0.00+ACU-,+AC0-16.21+ACU-,,,19.33
2016+AC0-09+AC0-12,0.166500770102042,0.35785248786278,0.459890859147613,0.01575589005875,,,,3.18673643263256,0.000,3.41259427533525,0.225857842702692,0,+ACI-+ACQ-29,261.34+ACI-,0.00+ACU-,7.09+ACU-,,,20.700001
2016+AC0-09+AC0-13,0.278622445352319,0.545367665646037,0.048683694580775,0.12732618995052,,,,3.41259427533525,0.000,3.04330839936165,+AC0-0.369285875973606,0,+ACI-+ACQ-29,260.97+ACI-,0.00+ACU-,+AC0-10.82+ACU-,,,18.459999
2016+AC0-09+AC0-14,0.181228959296313,0.271393530892565,0.3468076567043,0.20056986167499,,,,3.04330839936165,0.000,3.03011962985256,+AC0-0.013188769509084,0,+ACI-+ACQ-29,260.96+ACI-,0.00+ACU-,+AC0-0.43+ACU-,,,18.379999
2016+AC0-09+AC0-15,0.219792357220558,0.401429819136923,0.203230482741,0.175547353194978,,,,3.03011962985256,0.000,3.0911178536917,0.060998223839135,0,+ACI-+ACQ-29,261.02+ACI-,0.00+ACU-,2.01+ACU-,,,18.75
2016+AC0-09+AC0-16,0.106658991644527,0.356951494526494,0.174860468947744,0.361529039021178,,,,3.0911178536917,0.000,3.00209349464576,+AC0-0.08902435904594,0,+ACI-+ACQ-29,260.93+ACI-,0.00+ACU-,+AC0-2.88+ACU-,,,18.209999
2016+AC0-09+AC0-19,0.131130381539885,0.294412085020317,0.279630606179678,0.294826922789772,,,,3.00209349464576,0.000,3.04825435278717,0.046160858141414,0,+ACI-+ACQ-29,260.97+ACI-,0.00+ACU-,1.54+ACU-,,,18.49
2016+AC0-09+AC0-20,0.112694716170995,0.707424713218232,0.178330685154908,0.001549886689868,,,,3.04825435278717,0.000,3.03671417946672,+AC0-0.011540173320448,0,+ACI-+ACQ-29,260.96+ACI-,0.00+ACU-,+AC0-0.38+ACU-,,,18.42
2016+AC0-09+AC0-21,0.387730946395735,0.410898100468441,0.158069543978824,0.043301425641411,,,,3.03671417946672,0.000,3.66153197009999,0.624817790633262,0,+ACI-+ACQ-29,261.59+ACI-,0.00+ACU-,20.58+ACU-,,,22.209999
2016+AC0-09+AC0-22,0.161289496258479,0.656624475728736,0.093162205471389,0.088923835729796,,,,3.66153197009999,0.000,3.61207424930054,+AC0-0.049457720799449,0,+ACI-+ACQ-29,261.54+ACI-,0.00+ACU-,+AC0-1.35+ACU-,,,21.91
2016+AC0-09+AC0-23,0.265554929254975,0.56574457357615,0.050232064806852,0.118468431384134,,,,3.61207424930054,0.000,3.34005587817567,+AC0-0.272018371124869,0,+ACI-+ACQ-29,261.27+ACI-,0.00+ACU-,+AC0-7.53+ACU-,,,20.26
2016+AC0-09+AC0-26,0.510251382931539,0.384459552643415,0.105043962790686,0.000245117201999,,,,3.34005587817567,0.000,3.25432887636662,+AC0-0.08572700180905,0,+ACI-+ACQ-29,261.18+ACI-,0.00+ACU-,+AC0-2.57+ACU-,,,19.74
2016+AC0-09+AC0-27,0.321314497975234,0.391966814191951,0.09678292662839,0.189935760925028,,+AC0-1,7110,+AC0-7106.74567112363,+AC0-0.243,+AC0-7488.36423299755,381.618561873914,+AC0-1,+ACI-+ACQ-29,641.80+ACI-,1.30+ACU-,+AC0-5.37+ACU-,,,18.68
2016+AC0-09+AC0-28,0.163882229206252,0.422635493115869,0.31582218885386,0.097660098730963,,,,+AC0-7488.36423299755,+AC0-0.253,+AC0-7015.33011718913,+AC0-473.034115808423,0,+ACI-+ACQ-29,168.77+ACI-,+AC0-1.60+ACU-,6.32+ACU-,,,19.860001
2016+AC0-09+AC0-29,0.268625530175087,0.402383354883644,0.132414080017785,0.196577030402203,,,,+AC0-7015.33011718913,+AC0-0.241,+AC0-7167.22331023184,151.893193042712,0,+ACI-+ACQ-29,320.66+ACI-,0.52+ACU-,+AC0-2.17+ACU-,,,19.43
2016+AC0-09+AC0-30,0.479337859122897,0.296523948459298,0.026328114040147,0.19781008880847,,,,+AC0-7167.22331023184,+AC0-0.244,+AC0-7351.66034858057,184.437038348736,0,+ACI-+ACQ-29,505.10+ACI-,0.63+ACU-,+AC0-2.57+ACU-,,,18.93
2016+AC0-10+AC0-03,0.354292823151744,0.251458586365529,0.30225477922908,0.091993812720481,,+AC0-1,7110,+AC0-14461.6603485806,+AC0-0.490,+AC0-15286.7313034917,825.070954911094,+AC0-1,+ACI-+ACQ-30,329.17+ACI-,2.80+ACU-,+AC0-5.71+ACU-,,,17.85
2016+AC0-10+AC0-04,0.199976792604145,0.415917093862718,0.184284815421087,0.199821320184395,,+AC0-1,7110,+AC0-22396.7313034917,+AC0-0.738,+AC0-28946.3636510674,6549.63234757571,+AC0-1,+ACI-+ACQ-36,877.80+ACI-,21.60+ACU-,+AC0-29.24+ACU-,,,12.63
2016+AC0-10+AC0-05,0.429559332114466,0.444559032604241,0.12136588484328,0.0045157500422,,1,10000,+AC0-18946.3636510674,+AC0-0.514,+AC0-18691.3452963024,+AC0-255.018354764958,+AC0-1,+ACI-+ACQ-36,621.78+ACI-,+AC0-0.69+ACU-,1.35+ACU-,,,12.8
2016+AC0-10+AC0-06,0.185101896391855,0.308198980736888,0.260339335445806,0.246359787320677,,,,+AC0-18691.3452963024,+AC0-0.510,+AC0-20297.6327827034,1606.28748640099,0,+ACI-+ACQ-38,228.07+ACI-,4.39+ACU-,+AC0-8.59+ACU-,,,11.7
2016+AC0-10+AC0-07,0.194907446567468,0.443102197810908,0.176027900185132,0.185962467962781,,,,+AC0-20297.6327827034,+AC0-0.531,+AC0-19950.6647009478,+AC0-346.968081755618,0,+ACI-+ACQ-37,881.10+ACI-,+AC0-0.91+ACU-,1.71+ACU-,,,11.9
2016+AC0-10+AC0-10,0.378292107917754,0.341303807468794,0.09613565830899,0.184268429459317,,1,7500,+AC0-12450.6647009478,+AC0-0.329,+AC0-12230.9470885781,+AC0-219.717612369666,+AC0-1,+ACI-+ACQ-37,660.38+ACI-,+AC0-0.58+ACU-,1.76+ACU-,,,12.11
2016+AC0-10+AC0-11,0.14222549085004,0.531315804624028,0.318715294670228,0.00774342494313,,,,+AC0-12230.9470885781,+AC0-0.325,+AC0-13150.0355981245,919.088509546333,0,+ACI-+ACQ-38,579.47+ACI-,2.44+ACU-,+AC0-7.51+ACU-,,,11.2
2016+AC0-10+AC0-12,0.124688926736381,0.20644217998361,0.662876442102129,0.005992457766987,,,,+AC0-13150.0355981245,+AC0-0.341,+AC0-12292.9350636038,+AC0-857.100534520614,0,+ACI-+ACQ-37,722.37+ACI-,+AC0-2.22+ACU-,6.52+ACU-,,,11.93
2016+AC0-10+AC0-13,0.192828226732938,0.621208254068865,0.090838169552261,0.095125347271064,,1,7110,+AC0-5182.93506360384,+AC0-0.137,+AC0-4904.88993026717,+AC0-278.045133336669,+AC0-1,+ACI-+ACQ-37,443.33+ACI-,+AC0-0.74+ACU-,5.36+ACU-,,,12.57
2016+AC0-10+AC0-14,0.451533965488325,0.196579545739515,0.333811663092823,0.018074825690978,,1,4900,+AC0-4.88993026717253,0.000,+AC0-5.1778020569663,0.287871789793769,+AC0-1,+ACI-+ACQ-37,442.61+ACI-,0.00+ACU-,+AC0-5.89+ACU-,,,11.83
2016+AC0-10+AC0-17,0.117026253594585,0.814685699440076,0.059522187850401,0.008765870804493,,,,+AC0-5.1778020569663,0.000,+AC0-4.95896004272428,+AC0-0.218842014242025,0,+ACI-+ACQ-37,442.39+ACI-,0.00+ACU-,4.23+ACU-,,,12.33
2016+AC0-10+AC0-18,0.223050683198037,0.263269525108471,0.357277497299273,0.156402288992548,,,,+AC0-4.95896004272428,0.000,+AC0-4.42003007863259,+AC0-0.538929964091689,0,+ACI-+ACQ-37,441.86+ACI-,0.00+ACU-,10.87+ACU-,,,13.67
2016+AC0-10+AC0-19,0.492325669510537,0.266729129326225,0.215557546119748,0.025387665474304,,,,+AC0-4.42003007863259,0.000,+AC0-4.06112492959951,+AC0-0.358905149033077,0,+ACI-+ACQ-37,441.50+ACI-,0.00+ACU-,8.12+ACU-,,,14.78
2016+AC0-10+AC0-20,0.085340014910879,0.439351208724076,0.211422974586112,0.263885805108412,,,,+AC0-4.06112492959951,0.000,+AC0-4.08585437774998,0.02472944815047,0,+ACI-+ACQ-37,441.52+ACI-,0.00+ACU-,+AC0-0.61+ACU-,,,14.69
2016+AC0-10+AC0-21,0.100454193739364,0.42148778619263,0.137391492226873,0.34066651900521,,,,+AC0-4.08585437774998,0.000,+AC0-4.16095176930835,0.075097391558373,0,+ACI-+ACQ-37,441.60+ACI-,0.00+ACU-,+AC0-1.84+ACU-,,,14.42
2016+AC0-10+AC0-24,0.219007879338357,0.497137042285307,0.141323751939383,0.142531337799089,,,,+AC0-4.16095176930835,0.000,+AC0-4.43796381497659,0.27701204566824,0,+ACI-+ACQ-37,441.87+ACI-,0.00+ACU-,+AC0-6.66+ACU-,,,13.46
2016+AC0-10+AC0-25,0.228849188570145,0.259352482541383,0.234021852062033,0.277776492146696,,,,+AC0-4.43796381497659,0.000,+AC0-4.13792317072483,+AC0-0.30004064425176,0,+ACI-+ACQ-37,441.57+ACI-,0.00+ACU-,6.76+ACU-,,,14.37
2016+AC0-10+AC0-26,0.188880582964949,0.553538088889579,0.004271761299957,0.253309566740741,,,,+AC0-4.13792317072483,0.000,+AC0-4.39708328580154,0.259160115076711,0,+ACI-+ACQ-37,441.83+ACI-,0.00+ACU-,+AC0-6.26+ACU-,,,13.47
2016+AC0-10+AC0-27,0.49421043121388,0.410365179936666,0.092408993076535,0.00301540201278,,,,+AC0-4.39708328580154,0.000,+AC0-4.6190592794426,0.221975993641058,0,+ACI-+ACQ-37,442.05+ACI-,0.00+ACU-,+AC0-5.05+ACU-,,,12.79
2016+AC0-10+AC0-28,0.184898450903633,0.75793617911826,0.056632221958102,0.000533135808038,,,,+AC0-4.6190592794426,0.000,+AC0-4.56488735669699,+AC0-0.054171922745614,0,+ACI-+ACQ-37,442.00+ACI-,0.00+ACU-,1.17+ACU-,,,12.94
2016+AC0-10+AC0-31,0.251650976095789,0.594360667359321,0.137113408318966,0.01687494421396,,+AC0-1,6000,+AC0-6004.5648873567,+AC0-0.160,+AC0-5484.84984301052,+AC0-519.715044346176,+AC0-1,+ACI-+ACQ-36,921.29+ACI-,+AC0-1.39+ACU-,8.66+ACU-,,,14.06
2016+AC0-11+AC0-01,0.143342968917106,0.587192365150729,0.181681212343587,0.087783462622407,,,,+AC0-5484.84984301052,+AC0-0.149,+AC0-5071.3405376342,+AC0-413.509305376326,0,+ACI-+ACQ-36,507.78+ACI-,+AC0-1.12+ACU-,7.54+ACU-,,,15.12
2016+AC0-11+AC0-02,0.14772758767111,0.742123888239175,0.022260521305579,0.087888007074041,,,,+AC0-5071.3405376342,+AC0-0.139,+AC0-5286.00045457109,214.659916936897,0,+ACI-+ACQ-36,722.44+ACI-,0.59+ACU-,+AC0-4.23+ACU-,,,14.48
