Date,0,1,2,3,,ls,amount,exp,NET,eod,pnl,commision,acc,strat,,,,6.64
2016+AC0-01+AC0-27,0.209830388104175,0.172720838724524,0.229861898076524,0.38758687807501,,,,7552.66907698064,0.453,7949.69202357009,397.022946589447,0,+ACI-+ACQ-17,082.03+ACI-,2.38+ACU-,5.26+ACU-,,,5.166
2016+AC0-01+AC0-28,0.319746377418221,0.285633826397548,0.185443647700587,0.209176148669908,,,,7949.69202357009,0.465,7423.40579204454,+AC0-526.286231525547,0,+ACI-+ACQ-16,555.75+ACI-,+AC0-3.08+ACU-,+AC0-6.62+ACU-,,,4.824
2016+AC0-01+AC0-29,0.07481689913071,0.193851184283176,0.293096300323876,0.438235627158712,,+AC0-1,3200,4223.40579204454,0.255,4494.81039310877,271.404601064223,+AC0-1,+ACI-+ACQ-16,826.15+ACI-,1.64+ACU-,6.43+ACU-,,,5.134
2016+AC0-02+AC0-01,0.123977178300848,0.166650741831305,0.22755247929858,0.481819606343467,,1,3200,7694.81039310877,0.457,8393.2485783812,698.438185272436,+AC0-1,+ACI-+ACQ-17,523.59+ACI-,4.15+ACU-,9.08+ACU-,,,5.6
2016+AC0-02+AC0-02,0.145698523422852,0.047131119933411,0.20305841022907,0.604111959872279,,1,3200,11593.2485783812,0.662,10831.4065289447,+AC0-761.842049436478,+AC0-1,+ACI-+ACQ-16,760.75+ACI-,+AC0-4.35+ACU-,+AC0-6.57+ACU-,,,5.232
2016+AC0-02+AC0-03,0.135482590006748,0.242921107188406,0.199650104955447,0.421946210142857,,1,2500,13331.4065289447,0.795,16210.7049574056,2879.29842846092,+AC0-1,+ACI-+ACQ-19,639.05+ACI-,17.18+ACU-,21.60+ACU-,,,6.362
2016+AC0-02+AC0-04,0.277677735051223,0.204052110327786,0.144374975897949,0.373895191947824,,,,16210.7049574056,0.825,18779.1410776611,2568.43612025541,0,+ACI-+ACQ-22,207.48+ACI-,13.08+ACU-,15.84+ACU-,,,7.37
2016+AC0-02+AC0-05,0.197157743912532,0.223157034996185,0.344819181502339,0.234866052348064,,+AC0-1,5500,13279.1410776611,0.598,15506.1449273204,2227.0038496593,+AC0-1,+ACI-+ACQ-24,433.49+ACI-,10.03+ACU-,16.77+ACU-,,,8.606
2016+AC0-02+AC0-08,0.168907720503159,0.026288546964573,0.383673154591201,0.421130570676751,,+AC0-1,7000,8506.14492732035,0.348,9085.34559283392,579.200665513563,+AC0-1,+ACI-+ACQ-25,011.69+ACI-,2.37+ACU-,6.81+ACU-,,,9.192
2016+AC0-02+AC0-09,0.217595953364116,0.118181227996124,0.383929171770376,0.280293648452632,,,,9085.34559283392,0.363,8077.18061190587,+AC0-1008.16498092805,0,+ACI-+ACQ-24,003.52+ACI-,+AC0-4.03+ACU-,+AC0-11.10+ACU-,,,8.172
2016+AC0-02+AC0-10,0.277456190864869,0.150329823549948,0.255754173418002,0.316459805834189,,+AC0-1,2100,5977.18061190587,0.249,6348.7429896406,371.562377734725,+AC0-1,+ACI-+ACQ-24,374.09+ACI-,1.55+ACU-,6.22+ACU-,,,8.68
2016+AC0-02+AC0-11,0.100551885851573,0.164963069585639,0.264062541647771,0.470422513549558,,,,6348.7429896406,0.260,7703.33653996483,1354.59355032424,0,+ACI-+ACQ-25,728.68+ACI-,5.56+ACU-,21.34+ACU-,,,10.532
2016+AC0-02+AC0-12,0.190886853723493,0.232315883832674,0.232609282879417,0.34418797975068,,,,7703.33653996483,0.299,8319.19386684011,615.857326875275,0,+ACI-+ACQ-26,344.54+ACI-,2.39+ACU-,7.99+ACU-,,,11.374
2016+AC0-02+AC0-16,0.398024289647162,0.282438991182746,0.286128964842252,0.033407765107899,,+AC0-1,4000,4319.19386684011,0.164,3213.3830227889,+AC0-1105.8108440512,+AC0-1,+ACI-+ACQ-25,237.73+ACI-,+AC0-4.20+ACU-,+AC0-25.60+ACU-,,,8.462
2016+AC0-02+AC0-17,0.235623448103806,0.327919987666414,0.280126151754917,0.156330405210547,,+AC0-1,3200,13.3830227889043,0.001,14.6482577488575,1.26523495995314,+AC0-1,+ACI-+ACQ-25,237.99+ACI-,0.01+ACU-,9.45+ACU-,,,9.262
2016+AC0-02+AC0-18,0.213731533973226,0.348450800526864,0.282960669378228,0.154856986063398,,,,14.6482577488575,0.001,17.3084142521589,2.66015650330147,0,+ACI-+ACQ-25,240.65+ACI-,0.01+ACU-,18.16+ACU-,,,10.944
2016+AC0-02+AC0-19,0.273317894169871,0.224137528332515,0.408179366970925,0.094365221947033,,,,17.3084142521589,0.001,15.9229819710103,+AC0-1.38543228114869,0,+ACI-+ACQ-25,239.27+ACI-,+AC0-0.01+ACU-,+AC0-8.00+ACU-,,,10.068
2016+AC0-02+AC0-22,0.158358654594689,0.338884607912122,0.461990128679204,0.040766608883835,,,,15.9229819710103,0.001,16.2899001093967,0.366918138386414,0,+ACI-+ACQ-25,239.63+ACI-,0.00+ACU-,2.30+ACU-,,,10.3
2016+AC0-02+AC0-23,0.2075615988534,0.410183805466284,0.344364886928632,0.037889727215154,,,,16.2899001093967,0.001,17.2356632419616,0.94576313256497,0,+ACI-+ACQ-25,240.58+ACI-,0.00+ACU-,5.81+ACU-,,,10.898
2016+AC0-02+AC0-24,0.191390571807255,0.427530116168707,0.185143167088337,0.195936147915933,,,,17.2356632419616,0.001,17.7733880999417,0.537724857980084,0,+ACI-+ACQ-25,241.12+ACI-,0.00+ACU-,3.12+ACU-,,,11.238
2016+AC0-02+AC0-25,0.305417807631341,0.125266219313754,0.164644886677426,0.404671080044486,,1,4000,4017.77338809994,0.159,4205.82720569565,188.053817595709,+AC0-1,+ACI-+ACQ-25,428.17+ACI-,0.75+ACU-,4.68+ACU-,,,11.764
2016+AC0-02+AC0-26,0.17479407440377,0.134756107833581,0.49674588199644,0.193703944912815,,,,4205.82720569565,0.165,3759.64628486021,+AC0-446.180920835444,0,+ACI-+ACQ-24,981.99+ACI-,+AC0-1.75+ACU-,+AC0-10.61+ACU-,,,10.516
2016+AC0-02+AC0-29,0.109358803077411,0.193568914618745,0.400446089200861,0.296626194686231,,,,3759.64628486021,0.150,4150.05459059122,390.408305731014,0,+ACI-+ACQ-25,372.40+ACI-,1.56+ACU-,10.38+ACU-,,,11.608
2016+AC0-03+AC0-01,0.176186553904627,0.149528253240069,0.209979359157864,0.464305835746349,,1,4000,8150.05459059122,0.321,7186.76419618295,+AC0-963.290394408266,+AC0-1,+ACI-+ACQ-24,408.11+ACI-,+AC0-3.80+ACU-,+AC0-11.82+ACU-,,,10.236
2016+AC0-03+AC0-02,0.451437613574992,0.076801530813722,0.222279302846616,0.249481555744902,,+AC0-1,7186,0.764196182954038,0.000,0.819442878478264,0.055246695524227,+AC0-1,+ACI-+ACQ-24,407.16+ACI-,0.00+ACU-,7.23+ACU-,,,10.976
2016+AC0-03+AC0-03,0.102184672495282,0.157940178205021,0.452085380074448,0.28778977546511,,,,0.819442878478264,0.000,0.920081453568343,0.100638575090079,0,+ACI-+ACQ-24,407.26+ACI-,0.00+ACU-,12.28+ACU-,,,12.324
2016+AC0-03+AC0-04,0.262336793934958,0.317151261836505,0.351636596582642,0.068875349229144,,,,0.920081453568343,0.000,0.906792383563867,+AC0-0.013289070004476,0,+ACI-+ACQ-24,407.25+ACI-,0.00+ACU-,+AC0-1.44+ACU-,,,12.146
2016+AC0-03+AC0-07,0.203639870105894,0.286509708664498,0.305148996223029,0.204701439395513,,+AC0-1,2500,+AC0-2499.09320761644,+AC0-0.102,+AC0-2246.42677760219,+AC0-252.666430014242,+AC0-1,+ACI-+ACQ-24,153.58+ACI-,+AC0-1.04+ACU-,10.11+ACU-,,,13.374
2016+AC0-03+AC0-08,0.351482274584096,0.325040380792216,0.235657045578542,0.087820290849508,,1,2250,3.57322239780569,0.000,3.07093003143253,+AC0-0.502292366373165,+AC0-1,+ACI-+ACQ-24,152.08+ACI-,0.00+ACU-,+AC0-14.06+ACU-,,,11.494
2016+AC0-03+AC0-09,0.155198388997969,0.313213137136642,0.52726881037659,0.004319663558649,,+AC0-1,2500,+AC0-2496.92906996857,+AC0-0.103,+AC0-2473.90188348721,+AC0-23.0271864813526,+AC0-1,+ACI-+ACQ-24,128.05+ACI-,+AC0-0.10+ACU-,0.92+ACU-,,,11.6
2016+AC0-03+AC0-10,0.230346334583997,0.299982462897303,0.251633639059331,0.218037569233568,,,,+AC0-2473.90188348721,+AC0-0.103,+AC0-2137.36592037145,+AC0-336.535963115761,0,+ACI-+ACQ-23,791.52+ACI-,+AC0-1.39+ACU-,13.60+ACU-,,,13.178
2016+AC0-03+AC0-11,0.144042598633809,0.2199639356021,0.337869561656439,0.29812391267582,,,,+AC0-2137.36592037145,+AC0-0.090,+AC0-2271.6608803098,134.29495993835,0,+ACI-+ACQ-23,925.81+ACI-,0.56+ACU-,+AC0-6.28+ACU-,,,12.35
2016+AC0-03+AC0-14,0.215818433803935,0.240186059121663,0.260216203181054,0.283779308736226,,1,2270,+AC0-1.66088030980336,0.000,+AC0-1.86852396958768,0.207643659784323,+AC0-1,+ACI-+ACQ-23,925.02+ACI-,0.00+ACU-,+AC0-12.50+ACU-,,,10.806
2016+AC0-03+AC0-15,0.193922660520045,0.249891439781106,0.163702611709765,0.392483295509512,,,,+AC0-1.86852396958768,0.000,+AC0-1.75336230349983,+AC0-0.115161666087858,0,+ACI-+ACQ-23,924.90+ACI-,0.00+ACU-,6.16+ACU-,,,11.472
2016+AC0-03+AC0-16,0.117516284697767,0.193439379271069,0.221797307401031,0.46724702602243,,,,+AC0-1.75336230349983,0.000,+AC0-1.39786014886763,+AC0-0.3555021546322,0,+ACI-+ACQ-23,924.55+ACI-,0.00+ACU-,20.28+ACU-,,,13.798
2016+AC0-03+AC0-17,0.378545553370079,0.188598096073381,0.238904887163787,0.19395146451034,,1,3500,3498.60213985113,0.146,3279.02035603383,+AC0-219.581783817298,+AC0-1,+ACI-+ACQ-23,703.97+ACI-,+AC0-0.92+ACU-,+AC0-6.28+ACU-,,,12.932
2016+AC0-03+AC0-18,0.330303102247024,0.433322454993945,0.11209158021052,0.124282864597421,,,,3279.02035603383,0.138,3363.20182511853,84.1814690846909,0,+ACI-+ACQ-23,788.15+ACI-,0.36+ACU-,2.57+ACU-,,,13.264
2016+AC0-03+AC0-21,0.213710080976919,0.193062768369334,0.219259635209013,0.373967506317772,,+AC0-1,3360,3.20182511852499,0.000,3.19506613908299,+AC0-0.006758979442001,+AC0-1,+ACI-+ACQ-23,787.14+ACI-,0.00+ACU-,+AC0-0.21+ACU-,,,13.236
2016+AC0-03+AC0-22,0.099886758438862,0.317643394611143,0.268776366471137,0.313693486253057,,,,3.19506613908299,0.000,3.20134233427914,0.006276195196144,0,+ACI-+ACQ-23,787.15+ACI-,0.00+ACU-,0.20+ACU-,,,13.262
2016+AC0-03+AC0-23,0.163852549537354,0.092760832598853,0.508139046460189,0.235247566001933,,,,3.20134233427914,0.000,2.4786143182309,+AC0-0.722728016048238,0,+ACI-+ACQ-23,786.43+ACI-,0.00+ACU-,+AC0-22.58+ACU-,,,10.268
2016+AC0-03+AC0-24,0.14591343392349,0.546978119225313,0.287112024755991,0.019996424973575,,,,2.4786143182309,0.000,2.63648476662621,0.157870448395307,0,+ACI-+ACQ-23,786.58+ACI-,0.00+ACU-,6.37+ACU-,,,10.922
2016+AC0-03+AC0-28,0.323584039055627,0.076545268935704,0.283545054743062,0.316325642574146,,,,2.63648476662621,0.000,2.63165692416763,+AC0-0.004827842458572,0,+ACI-+ACQ-23,786.58+ACI-,0.00+ACU-,+AC0-0.18+ACU-,,,10.902
2016+AC0-03+AC0-29,0.105511591150725,0.231038601330982,0.17210889811873,0.491340919364715,,,,2.63165692416763,0.000,3.06954223516012,0.437885310992487,0,+ACI-+ACQ-23,787.02+ACI-,0.00+ACU-,16.64+ACU-,,,12.716
2016+AC0-03+AC0-30,0.0946566452471,0.289475291005932,0.175207881063535,0.440660192182923,,,,3.06954223516012,0.000,2.93291429358253,+AC0-0.136627941577589,0,+ACI-+ACQ-23,786.88+ACI-,0.00+ACU-,+AC0-4.45+ACU-,,,12.15
2016+AC0-03+AC0-31,0.278685613069548,0.058434771012927,0.210920293528695,0.451959337476256,,1,3500,3502.93291429358,0.147,3375.50111609459,+AC0-127.431798198993,+AC0-1,+ACI-+ACQ-23,658.45+ACI-,+AC0-0.54+ACU-,+AC0-3.64+ACU-,,,11.708
2016+AC0-04+AC0-01,0.117475422796358,0.335292739640958,0.181900631251559,0.365331216276278,,1,3500,6875.50111609459,0.291,7017.61516376241,142.114047667824,+AC0-1,+ACI-+ACQ-23,799.56+ACI-,0.60+ACU-,2.07+ACU-,,,11.95
2016+AC0-04+AC0-04,0.185860825275701,0.044631326344435,0.308370544751886,0.461137306957456,,1,2500,9517.61516376241,0.400,8713.19748046534,+AC0-804.417683297075,+AC0-1,+ACI-+ACQ-22,994.14+ACI-,+AC0-3.38+ACU-,+AC0-8.45+ACU-,,,10.94
2016+AC0-04+AC0-05,0.224575659773599,0.219176289552015,0.190195470821618,0.366052584695646,,1,4500,13213.1974804653,0.575,14365.4269499684,1152.2294695031,+AC0-1,+ACI-+ACQ-24,145.37+ACI-,5.01+ACU-,8.72+ACU-,,,11.894
2016+AC0-04+AC0-06,0.185877868559559,0.218491413630204,0.226974760442676,0.368655973386309,,1,2500,16865.4269499684,0.698,16964.6853900641,99.2584400956585,+AC0-1,+ACI-+ACQ-24,243.63+ACI-,0.41+ACU-,0.59+ACU-,,,11.964
2016+AC0-04+AC0-07,0.142601320729903,0.042628523534059,0.102577077557206,0.712193075803959,,,,16964.6853900641,0.700,18513.1170555564,1548.43166549231,0,+ACI-+ACQ-25,792.06+ACI-,6.39+ACU-,9.13+ACU-,,,13.056
2016+AC0-04+AC0-08,0.104391177932537,0.243333792145548,0.254602272741694,0.397672755503841,,1,2500,21013.1170555564,0.815,22938.0318838687,1924.91482831231,+AC0-1,+ACI-+ACQ-27,715.98+ACI-,7.46+ACU-,9.16+ACU-,,,14.252
2016+AC0-04+AC0-11,0.1385110813086,0.224174587995744,0.37673091552992,0.260583419542953,,,,22938.0318838687,0.828,27051.8146815954,4113.78279772666,0,+ACI-+ACQ-31,829.76+ACI-,14.84+ACU-,17.93+ACU-,,,16.808001
2016+AC0-04+AC0-12,0.183463008099473,0.141100155778868,0.172445935501239,0.502990903134991,,+AC0-1,10000,17051.8146815954,0.536,17479.9351192261,428.120437630776,+AC0-1,+ACI-+ACQ-32,256.88+ACI-,1.35+ACU-,2.51+ACU-,,,17.23
2016+AC0-04+AC0-13,0.130224476236163,0.196704219247621,0.466902024043892,0.206169281589911,,1,2500,19979.9351192261,0.619,18333.3008842116,+AC0-1646.63423501458,+AC0-1,+ACI-+ACQ-30,609.25+ACI-,+AC0-5.10+ACU-,+AC0-8.24+ACU-,,,15.81
2016+AC0-04+AC0-14,0.226946548879583,0.256217211211961,0.262665688202166,0.254170553755198,,+AC0-1,5000,13333.3008842116,0.436,12176.2301180422,+AC0-1157.07076616941,+AC0-1,+ACI-+ACQ-29,451.18+ACI-,+AC0-3.78+ACU-,+AC0-8.68+ACU-,,,14.438
2016+AC0-04+AC0-15,0.165291884108898,0.305395382025889,0.35453095457593,0.174781777612902,,+AC0-1,10000,2176.23011804217,0.074,2354.99510765278,178.764989610612,+AC0-1,+ACI-+ACQ-29,628.94+ACI-,0.61+ACU-,8.21+ACU-,,,15.624
2016+AC0-04+AC0-18,0.318400746946403,0.155545830809515,0.217962470945174,0.30809095800443,,,,2354.99510765278,0.079,2351.37760364717,+AC0-3.61750400561095,0,+ACI-+ACQ-29,625.32+ACI-,+AC0-0.01+ACU-,+AC0-0.15+ACU-,,,15.6
2016+AC0-04+AC0-19,0.109083452636951,0.047962296774196,0.26215218597829,0.580802060140214,,,,2351.37760364717,0.079,2689.31261877533,337.935015128164,0,+ACI-+ACQ-29,963.26+ACI-,1.14+ACU-,14.37+ACU-,,,17.841999
2016+AC0-04+AC0-20,0.141510278624015,0.134916382588821,0.266327051672235,0.457246291492145,,1,3500,6189.31261877533,0.207,5855.59896150734,+AC0-333.713657267993,+AC0-1,+ACI-+ACQ-29,628.55+ACI-,+AC0-1.11+ACU-,+AC0-5.39+ACU-,,,16.879999
2016+AC0-04+AC0-21,0.403562939493844,0.02657793587286,0.255117547094412,0.314741586339882,,1,6000,11855.5989615073,0.400,12470.8554198447,615.256458337371,+AC0-1,+ACI-+ACQ-30,242.80+ACI-,2.08+ACU-,5.19+ACU-,,,17.756001
2016+AC0-04+AC0-22,0.167326663741906,0.035615744672707,0.107064592617492,0.689992987046966,,,,12470.8554198447,0.412,11438.4054662272,+AC0-1032.44995361752,0,+ACI-+ACQ-29,210.35+ACI-,+AC0-3.41+ACU-,+AC0-8.28+ACU-,,,16.285999
2016+AC0-04+AC0-25,0.101066937821076,0.123436016862083,0.355935634138223,0.41956140670827,,1,6000,17438.4054662272,0.597,17100.0461989251,+AC0-338.359267302076,+AC0-1,+ACI-+ACQ-28,870.99+ACI-,+AC0-1.16+ACU-,+AC0-1.94+ACU-,,,15.97
2016+AC0-04+AC0-26,0.225459989810564,0.152324480069588,0.22674049794829,0.395475042602371,,,,17100.0461989251,0.592,18312.1460860345,1212.09988710939,0,+ACI-+ACQ-30,083.09+ACI-,4.20+ACU-,7.09+ACU-,,,17.101999
2016+AC0-04+AC0-27,0.170193689648724,0.040915729416063,0.321401326875637,0.467489244932615,,,,18312.1460860345,0.609,18890.3578610793,578.21177504482,0,+ACI-+ACQ-30,661.31+ACI-,1.92+ACU-,3.16+ACU-,,,17.642
2016+AC0-04+AC0-28,0.288602505529137,0.218930212113164,0.104889679145656,0.387577610848888,,,,18890.3578610793,0.616,21393.7960585175,2503.43819743813,0,+ACI-+ACQ-33,164.74+ACI-,8.16+ACU-,13.25+ACU-,,,19.98
2016+AC0-04+AC0-29,0.079592206995184,0.2849531415331,0.214971734859818,0.420482910278905,,,,21393.7960585175,0.645,25499.0909881751,4105.29492965765,0,+ACI-+ACQ-37,270.04+ACI-,12.38+ACU-,19.19+ACU-,,,23.813999
2016+AC0-05+AC0-02,0.214863876802154,0.158961349414465,0.313151286044618,0.313023490718996,,1,4000,29499.0909881751,0.791,27968.0219534706,+AC0-1531.06903470452,+AC0-1,+ACI-+ACQ-35,737.97+ACI-,+AC0-4.11+ACU-,+AC0-5.19+ACU-,,,22.577999
2016+AC0-05+AC0-03,0.166949535867188,0.153531763981385,0.189613922763356,0.489904784559255,,+AC0-1,10000,17968.0219534706,0.503,16483.0227293518,+AC0-1484.99922411876,+AC0-1,+ACI-+ACQ-34,251.97+ACI-,+AC0-4.16+ACU-,+AC0-8.26+ACU-,,,20.712
2016+AC0-05+AC0-04,0.275322819761083,0.037352082221192,0.265743631942057,0.421581475575158,,,,16483.0227293518,0.481,13947.5395843761,+AC0-2535.48314497575,0,+ACI-+ACQ-31,716.49+ACI-,+AC0-7.40+ACU-,+AC0-15.38+ACU-,,,17.525999
2016+AC0-05+AC0-05,0.071864446481605,0.032441911306481,0.171603564324199,0.724090079005302,,,,13947.5395843761,0.440,15324.3096832475,1376.77009887139,0,+ACI-+ACQ-33,093.26+ACI-,4.34+ACU-,9.87+ACU-,,,19.256001
2016+AC0-05+AC0-06,0.081641043441745,0.222083819609049,0.186699917194803,0.509575225295772,,1,7000,22324.3096832475,0.675,24976.8864334912,2652.57675024374,+AC0-1,+ACI-+ACQ-35,744.83+ACI-,8.02+ACU-,11.88+ACU-,,,21.544001
2016+AC0-05+AC0-09,0.265160100392636,0.119449381373016,0.465497390276698,0.149893141182431,,,,24976.8864334912,0.699,20207.3482328446,+AC0-4769.53820064664,0,+ACI-+ACQ-30,975.30+ACI-,+AC0-13.34+ACU-,+AC0-19.10+ACU-,,,17.43
2016+AC0-05+AC0-10,0.137968418368959,0.168293629530823,0.546095573902496,0.147642392120995,,,,20207.3482328446,0.652,22393.8691030193,2186.52087017469,0,+ACI-+ACQ-33,161.82+ACI-,7.06+ACU-,10.82+ACU-,,,19.316
2016+AC0-05+AC0-11,0.18168887945761,0.040217027220335,0.449450998667806,0.32864310438657,,,,22393.8691030193,0.675,24197.8067880627,1803.93768504338,0,+ACI-+ACQ-34,965.75+ACI-,5.44+ACU-,8.06+ACU-,,,20.872
2016+AC0-05+AC0-12,0.183567034419888,0.176056430874119,0.312960992043178,0.327415549368338,,,,24197.8067880627,0.692,22681.3850040174,+AC0-1516.42178404527,0,+ACI-+ACQ-33,449.33+ACI-,+AC0-4.34+ACU-,+AC0-6.27+ACU-,,,19.563999
2016+AC0-05+AC0-13,0.190674186295314,0.281078971822159,0.276313186657384,0.251933665655956,,+AC0-1,15000,7681.38500401739,0.230,7920.88882600366,239.503821986274,+AC0-1,+ACI-+ACQ-33,687.84+ACI-,0.72+ACU-,3.12+ACU-,,,20.174
2016+AC0-05+AC0-16,0.278565674686105,0.208620069602537,0.416124498071359,0.096689770166288,,+AC0-1,7920,0.888826003659233,0.000,0.938435262670549,0.049609259011316,+AC0-1,+ACI-+ACQ-33,686.89+ACI-,0.00+ACU-,5.58+ACU-,,,21.299999
2016+AC0-05+AC0-17,0.273104016359065,0.287589498282087,0.330038112632067,0.109268381294949,,,,0.938435262670549,0.000,0.977734994764533,0.039299732093984,0,+ACI-+ACQ-33,686.93+ACI-,0.00+ACU-,4.19+ACU-,,,22.191999
2016+AC0-05+AC0-18,0.23242628353353,0.28443200160243,0.479542904336175,0.003598804253079,,,,0.977734994764533,0.000,0.746078097847003,+AC0-0.23165689691753,0,+ACI-+ACQ-33,686.69+ACI-,0.00+ACU-,+AC0-23.69+ACU-,,,16.934
2016+AC0-05+AC0-19,0.225738990605677,0.150143381529603,0.366778929525662,0.257338695032862,,,,0.746078097847003,0.000,0.783174886101939,0.037096788254936,0,+ACI-+ACQ-33,686.73+ACI-,0.00+ACU-,4.97+ACU-,,,17.775999
2016+AC0-05+AC0-20,0.178712804490433,0.350798822122589,0.467282072937748,0.00320631018155,,,,0.783174886101939,0.000,0.788638121616946,0.005463235515007,0,+ACI-+ACQ-33,686.74+ACI-,0.00+ACU-,0.70+ACU-,,,17.9
2016+AC0-05+AC0-23,0.221988008364023,0.511426579226692,0.234365457777838,0.032219956680358,,,,0.788638121616946,0.000,0.761762788346096,+AC0-0.02687533327085,0,+ACI-+ACQ-33,686.71+ACI-,0.00+ACU-,+AC0-3.41+ACU-,,,17.290001
2016+AC0-05+AC0-24,0.26791607260256,0.472241091121469,0.15774892828655,0.102093908175686,,,,0.761762788346096,0.000,0.638840936505347,+AC0-0.122921851840749,0,+ACI-+ACQ-33,686.59+ACI-,0.00+ACU-,+AC0-16.14+ACU-,,,14.5
2016+AC0-05+AC0-25,0.283255906436459,0.550901607165076,0.161112195788634,0.004730292571429,,+AC0-1,5500,+AC0-5499.36115906349,+AC0-0.163,+AC0-5116.30220936321,+AC0-383.058949700285,+AC0-1,+ACI-+ACQ-33,302.53+ACI-,+AC0-1.14+ACU-,6.97+ACU-,,,15.51
2016+AC0-05+AC0-26,0.286387283551403,0.21825987557282,0.114721265555262,0.380631590407941,,,,+AC0-5116.30220936321,+AC0-0.154,+AC0-5144.67113199411,28.3689226308989,0,+ACI-+ACQ-33,330.90+ACI-,0.09+ACU-,+AC0-0.55+ACU-,,,15.424
2016+AC0-05+AC0-27,0.399494162518407,0.345489323327831,0.174906481200609,0.080110036282631,,,,+AC0-5144.67113199411,+AC0-0.154,+AC0-5561.60830231261,416.937170318506,0,+ACI-+ACQ-33,747.83+ACI-,1.25+ACU-,+AC0-8.10+ACU-,,,14.174
2016+AC0-05+AC0-31,0.340842229952927,0.449734864702923,0.017173353750364,0.192249552711374,,+AC0-1,5500,+AC0-11061.6083023126,+AC0-0.328,+AC0-10718.2255131905,+AC0-343.382789122164,+AC0-1,+ACI-+ACQ-33,403.45+ACI-,+AC0-1.02+ACU-,3.10+ACU-,,,14.614
2016+AC0-06+AC0-01,0.32608144352067,0.164641263432261,0.095132128245617,0.414145163125072,,,,+AC0-10718.2255131905,+AC0-0.321,+AC0-10523.1353266222,+AC0-195.090186568268,0,+ACI-+ACQ-33,208.36+ACI-,+AC0-0.58+ACU-,1.82+ACU-,,,14.88
2016+AC0-06+AC0-02,0.182079321572165,0.217600495827071,0.408252534702664,0.192067665313832,,,,+AC0-10523.1353266222,+AC0-0.317,+AC0-10446.7577315096,+AC0-76.377595112579,0,+ACI-+ACQ-33,131.98+ACI-,+AC0-0.23+ACU-,0.73+ACU-,,,14.988
2016+AC0-06+AC0-03,0.301240114201869,0.217028507872434,0.229049217794762,0.25268217149307,,1,10500,53.2422684903959,0.002,70.9754820148192,17.7332135244233,+AC0-1,+ACI-+ACQ-33,148.72+ACI-,0.05+ACU-,33.31+ACU-,,,19.98
2016+AC0-06+AC0-06,0.15106562804243,0.371002169827442,0.468625789101553,0.009306410886533,,,,70.9754820148192,0.002,71.8138310516308,0.838349036811678,0,+ACI-+ACQ-33,149.55+ACI-,0.00+ACU-,1.18+ACU-,,,20.216
2016+AC0-06+AC0-07,0.139585059816051,0.234705811231393,0.34488007890283,0.280829054892603,,,,71.8138310516308,0.002,69.2703653297785,+AC0-2.54346572185239,0,+ACI-+ACQ-33,147.01+ACI-,+AC0-0.01+ACU-,+AC0-3.54+ACU-,,,19.5
2016+AC0-06+AC0-08,0.239597252329884,0.145969543137047,0.516392032868166,0.098041169872107,,,,69.2703653297785,0.002,75.927428606618,6.65706327683949,0,+ACI-+ACQ-33,153.67+ACI-,0.02+ACU-,9.61+ACU-,,,21.374001
2016+AC0-06+AC0-09,0.338074702599813,0.15435576949997,0.276496393200019,0.231073129298526,,,,75.927428606618,0.002,79.3731816886446,3.44575308202667,0,+ACI-+ACQ-33,157.11+ACI-,0.01+ACU-,4.54+ACU-,,,22.344
2016+AC0-06+AC0-10,0.322973545769994,0.068554358438722,0.343629471946693,0.264842638000693,,,,79.3731816886446,0.002,75.9345261548195,+AC0-3.43865553382517,0,+ACI-+ACQ-33,153.67+ACI-,+AC0-0.01+ACU-,+AC0-4.33+ACU-,,,21.375999
2016+AC0-06+AC0-13,0.166211374223415,0.097770477522446,0.282648462962264,0.453369701310623,,,,75.9345261548195,0.002,75.5935099224642,+AC0-0.341016232355301,0,+ACI-+ACQ-33,153.33+ACI-,0.00+ACU-,+AC0-0.45+ACU-,,,21.280001
2016+AC0-06+AC0-14,0.156741801032483,0.471585394199951,0.327004363915783,0.044668443832016,,,,75.5935099224642,0.002,70.6912959006457,+AC0-4.90221402181844,0,+ACI-+ACQ-33,148.43+ACI-,+AC0-0.01+ACU-,+AC0-6.48+ACU-,,,19.9
2016+AC0-06+AC0-15,0.381689537281243,0.147297222254627,0.104833619582697,0.366179627212243,,,,70.6912959006457,0.002,78.9397978645301,8.24850196388439,0,+ACI-+ACQ-33,156.68+ACI-,0.02+ACU-,11.67+ACU-,,,22.222
2016+AC0-06+AC0-16,0.223471652213313,0.254770025985633,0.344159088686739,0.177599243545128,,,,78.9397978645301,0.002,71.5722764069098,+AC0-7.36752145762027,0,+ACI-+ACQ-33,149.31+ACI-,+AC0-0.02+ACU-,+AC0-9.33+ACU-,,,20.148001
2016+AC0-06+AC0-17,0.34374247072178,0.172770413123055,0.251116892584471,0.232370226550927,,,,71.5722764069098,0.002,73.9594362136404,2.38715980673055,0,+ACI-+ACQ-33,151.70+ACI-,0.01+ACU-,3.34+ACU-,,,20.82
2016+AC0-06+AC0-20,0.172961756044966,0.345538937280465,0.477041326002971,0.004457970118549,,,,73.9594362136404,0.002,72.6592847412969,+AC0-1.30015147234353,0,+ACI-+ACQ-33,150.40+ACI-,0.00+ACU-,+AC0-1.76+ACU-,,,20.454
