Date,Close,DayRange,HML,Low,Open,ema_15,Ret,Vol,y,r0,r1,r2,r3,fet0,fet1,fet2,fet3,fet4,fet5,fet6,fet7,fet8,fet9,fet10,fet11,fet12,fet13,fet14,fet15,fet16,im1,im2,im3,im4,im5,im6,im7
2016-11-10,10.04,0.016932270916334834,0.016831683168316847,10.04,10.1,10.505844082481428,0.1394422310756973,0.019940660454003993,2,-0.023346303501945553,-0.005940594059405946,-0.011811023622047334,0.006012024048096087,0.04639881299615811,0.028442921898991447,0.05090729698688912,0.05193067486699454,0.0784558438761711,0.07885366461271937,0.06890994322359245,0.04915736897835199,0.017955891097166665,-0.02246437508789767,-0.001023377880105425,-0.026525169009176564,1.0,0.0,0.040420266185064335,-0.021440997207792245,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2016-11-11,9.77,0.013306038894575309,0.0161943319838056,9.77,9.88,10.413863572171248,0.1893551688843398,0.038236972042579816,2,-0.02689243027888444,-0.049610894941634176,-0.0326732673267327,-0.038385826771653586,0.06590210564700594,0.04639881299615811,0.028442921898991447,0.05090729698688912,0.05193067486699454,0.0784558438761711,0.07885366461271937,0.06890994322359245,0.019503292650847825,0.017955891097166665,-0.02246437508789767,-0.001023377880105425,1.0,0.0,0.0015474015536811603,0.040420266185064335,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2016-11-14,9.87,0.0010131712259373415,0.03288797533401844,9.87,9.73,10.345880625649842,0.1884498480243162,0.04495172415812539,2,0.010235414534288667,-0.016932270916334646,-0.03988326848249024,-0.022772277227722793,0.04821485568894057,0.06590210564700594,0.04639881299615811,0.028442921898991447,0.05090729698688912,0.05193067486699454,0.0784558438761711,0.07885366461271937,-0.017687249958065365,0.019503292650847825,0.017955891097166665,-0.02246437508789767,1.0,0.0,-0.03719054260891319,0.0015474015536811603,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2016-11-15,10.34,0.005802707930367553,0.03174603174603185,10.34,10.08,10.345145547443613,0.09477756286266925,0.04578021263625184,2,0.04761904761904767,0.05834186284544529,0.029880478087649376,0.005836575875486361,0.0004976351492855802,0.04821485568894057,0.06590210564700594,0.04639881299615811,0.028442921898991447,0.05090729698688912,0.05193067486699454,0.0784558438761711,-0.04771722053965499,-0.017687249958065365,0.019503292650847825,0.017955891097166665,1.0,0.0,-0.030029970581589627,-0.03719054260891319,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2016-11-16,10.23,0.022482893450635425,0.03015564202334642,10.23,10.28,10.33075235401316,0.1104594330400781,0.04358966978445814,2,-0.010638297872340385,0.03647416413373872,0.04708290685772787,0.018924302788844827,0.00984871495729811,0.0004976351492855802,0.04821485568894057,0.06590210564700594,0.04639881299615811,0.028442921898991447,0.05090729698688912,0.05193067486699454,0.00935107980801253,-0.04771722053965499,-0.017687249958065365,0.019503292650847825,1.0,0.0,0.05706830034766752,-0.030029970581589627,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2016-11-17,10.13,0.03455083909180648,0.034482758620689724,10.13,10.44,10.305658309761515,0.140177690029615,0.04356958526276101,2,-0.009775171065493637,-0.02030947775628622,0.0263424518743669,0.0368474923234392,0.01734040570202522,0.00984871495729811,0.0004976351492855802,0.04821485568894057,0.06590210564700594,0.04639881299615811,0.028442921898991447,0.05090729698688912,0.007491690744727109,0.00935107980801253,-0.04771722053965499,-0.017687249958065365,1.0,0.0,-0.0018593890632854215,0.05706830034766752,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2016-11-18,10.32,0.0009689922480619947,0.02148437500000011,10.32,10.24,10.307451021041324,0.11434108527131781,0.036698029897468794,2,0.01875616979269501,0.008797653958944274,-0.0019342359767891004,0.0455927051671734,-0.0012159863332050769,0.01734040570202522,0.00984871495729811,0.0004976351492855802,0.04821485568894057,0.06590210564700594,0.04639881299615811,0.028442921898991447,-0.018556392035230296,0.007491690744727109,0.00935107980801253,-0.04771722053965499,-1.0,-2.0,-0.026048082779957404,-0.0018593890632854215,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2016-11-21,10.77,0.001857010213556135,0.021698113207547,10.77,10.6,10.36526964341116,0.07892293407613749,0.022921721966196292,2,0.04360465116279055,0.06317867719644599,0.05278592375366564,0.04158607350096699,-0.0375794202960853,-0.0012159863332050769,0.01734040570202522,0.00984871495729811,0.0004976351492855802,0.04821485568894057,0.06590210564700594,0.04639881299615811,-0.03636343396288022,-0.018556392035230296,0.007491690744727109,0.00935107980801253,-1.0,0.0,-0.017807041927649925,-0.026048082779957404,5.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0
2016-11-22,10.63,0.01693320790216366,0.02979515828677848,10.63,10.74,10.398360937984766,0.0761994355597364,0.026735819470458642,2,-0.0129990714948931,0.030038759689922534,0.04935834155972363,0.03910068426197455,-0.021791068863145302,-0.0375794202960853,-0.0012159863332050769,0.01734040570202522,0.00984871495729811,0.0004976351492855802,0.04821485568894057,0.06590210564700594,0.015788351432939995,-0.03636343396288022,-0.018556392035230296,0.007491690744727109,-1.0,0.0,0.052151785395820216,-0.017807041927649925,3.0,-1.0,-1.0,1.0,1.0,1.0,1.0,1.0
2016-11-23,10.67,0.009372071227741295,0.019811320754716918,10.67,10.6,10.43231582073667,0.07403936269915667,0.029373936582329545,2,0.0037629350893695346,-0.00928505106778088,0.0339147286821706,0.05330700888450135,-0.022275930577631664,-0.021791068863145302,-0.0375794202960853,-0.0012159863332050769,0.01734040570202522,0.00984871495729811,0.0004976351492855802,0.04821485568894057,-0.00048486171448636206,0.015788351432939995,-0.03636343396288022,-0.018556392035230296,-1.0,0.0,-0.016273213147426357,0.052151785395820216,1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,1.0
2016-11-25,10.33,0.02129719264278806,0.0257142857142858,10.33,10.5,10.419526343144586,0.11907066795740562,0.02221414285557359,2,-0.03186504217432051,-0.02822201317027284,-0.04085422469823574,0.0009689922480620172,0.008666635347975404,-0.022275930577631664,-0.021791068863145302,-0.0375794202960853,-0.0012159863332050769,0.01734040570202522,0.00984871495729811,0.0004976351492855802,0.03094256592560707,-0.00048486171448636206,0.015788351432939995,-0.03636343396288022,1.0,2.0,0.03142742764009343,-0.016273213147426357,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0
2016-11-28,10.44,0.015325670498084306,0.023877745940783183,10.44,10.47,10.422085550251511,0.12356321839080464,0.02472085393388519,2,0.010648596321394033,-0.021555763823805085,-0.01787394167450629,-0.03064066852367686,-0.0017159434624989256,0.008666635347975404,-0.022275930577631664,-0.021791068863145302,-0.0375794202960853,-0.0012159863332050769,0.01734040570202522,0.00984871495729811,-0.01038257881047433,0.03094256592560707,-0.00048486171448636206,0.015788351432939995,-1.0,-2.0,-0.0413251447360814,0.03142742764009343,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0
2016-11-29,10.06,0.008946322067594421,0.017821782178217727,10.06,10.1,10.376824856470074,0.16799204771371756,0.03886306928892376,2,-0.036398467432950055,-0.02613746369796699,-0.057169634489222076,-0.05362182502351842,0.03149352450000742,-0.0017159434624989256,0.008666635347975404,-0.022275930577631664,-0.021791068863145302,-0.0375794202960853,-0.0012159863332050769,0.01734040570202522,0.033209467962506345,-0.01038257881047433,0.03094256592560707,-0.00048486171448636206,1.0,2.0,0.043592046772980675,-0.0413251447360814,-3.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0
2016-11-30,10.93,0.015553522415370532,0.1033797216699801,10.93,10.06,10.445971749411315,0.07227813357731017,0.039798806215957626,2,0.08648111332007935,0.046934865900383205,0.05808325266214909,0.024367385192127333,-0.04428437791296291,0.03149352450000742,-0.0017159434624989256,0.008666635347975404,-0.022275930577631664,-0.021791068863145302,-0.0375794202960853,-0.0012159863332050769,-0.07577790241297033,0.033209467962506345,-0.01038257881047433,0.03094256592560707,-1.0,-2.0,-0.10898737037547668,0.043592046772980675,-3.0,1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0
2016-12-01,11.33,0.016769638128861387,0.0229681978798586,11.33,11.32,10.556475280734901,0.034421888790820976,0.05135851191393779,1,0.036596523330283626,0.12624254473161023,0.08524904214559403,0.09680542110358181,-0.06827226118844654,-0.04428437791296291,0.03149352450000742,-0.0017159434624989256,0.008666635347975404,-0.022275930577631664,-0.021791068863145302,-0.0375794202960853,-0.023987883275483624,-0.07577790241297033,0.033209467962506345,-0.01038257881047433,-1.0,0.0,0.05179001913748671,-0.10898737037547668,-3.0,-1.0,1.0,-1.0,1.0,-1.0,-1.0,-1.0
2016-12-02,11.48,0.0026132404181184107,0.01666666666666661,11.48,11.4,10.671915870643039,-0.0034843205574913716,0.06844981578408602,-1,0.013239187996469504,0.050320219579140124,0.1411530815109343,0.09961685823754807,-0.0703906036025228,-0.06827226118844654,-0.04428437791296291,0.03149352450000742,-0.0017159434624989256,0.008666635347975404,-0.022275930577631664,-0.021791068863145302,-0.0021183424140762686,-0.023987883275483624,-0.07577790241297033,0.033209467962506345,-1.0,0.0,0.021869540861407355,0.05179001913748671,-3.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0,-1.0
2016-12-05,11.35,0.024669603524229176,0.02497846683893201,11.35,11.61,10.75667638681266,0.02026431718061672,0.06719730839677505,1,-0.011324041811846763,0.001765225066195919,0.038426349496797796,0.12823061630218668,-0.052275208210338264,-0.0703906036025228,-0.06827226118844654,-0.04428437791296291,0.03149352450000742,-0.0017159434624989256,0.008666635347975404,-0.022275930577631664,0.01811539539218454,-0.0021183424140762686,-0.023987883275483624,-0.07577790241297033,-1.0,0.0,0.02023373780626081,0.021869540861407355,-3.0,-1.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0
2016-12-06,11.29,0.0053144375553587685,0.015151515151515138,11.29,11.22,10.823341838461078,0.03631532329495135,0.027584735292524306,1,-0.005286343612334821,-0.016550522648083765,-0.003530450132391949,0.032936870997255285,-0.04133376098661834,-0.052275208210338264,-0.0703906036025228,-0.06827226118844654,-0.04428437791296291,0.03149352450000742,-0.0017159434624989256,0.008666635347975404,0.010941447223719925,0.01811539539218454,-0.0021183424140762686,-0.023987883275483624,-1.0,0.0,-0.007173948168464617,0.02023373780626081,-3.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,1.0
2016-12-07,11.09,0.015329125338142463,0.017025089605734678,11.09,11.16,10.856674108653444,0.053201082055906124,0.021192450514593626,1,-0.017714791851195733,-0.022907488986784075,-0.03397212543554007,-0.02118270079435125,-0.021039304900500988,-0.04133376098661834,-0.052275208210338264,-0.0703906036025228,-0.06827226118844654,-0.04428437791296291,0.03149352450000742,-0.0017159434624989256,0.020294456086117352,0.010941447223719925,0.01811539539218454,-0.0021183424140762686,-1.0,0.0,0.009353008862397427,-0.007173948168464617,-5.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0
