Date,0,1,2,3,4,5,6,7,8,9,10,11
1993-02-23,0.03328028693795204,0.08410830795764923,0.25152260065078735,0.33368921279907227,0.18754896521568298,0.10985057801008224,0.050084128975868225,0.08199408650398254,0.24520009756088257,0.32530131936073303,0.1903311163187027,0.10708928108215332
1993-02-24,0.028571411967277527,0.14855454862117767,0.24469317495822906,0.35012152791023254,0.13633975386619568,0.09171954542398453,0.11743389070034027,0.343570351600647,0.20663824677467346,0.1364106684923172,0.14862754940986633,0.04731926694512367
1993-02-25,0.0900084599852562,0.315853089094162,0.24576982855796814,0.13685816526412964,0.11551100015640259,0.09599947929382324,0.09689469635486603,0.28462380170822144,0.24879485368728638,0.13195480406284332,0.15008515119552612,0.08764668554067612
1993-02-26,0.05133822187781334,0.08512398600578308,0.2528100311756134,0.25807005167007446,0.2338872104883194,0.11877050995826721,0.14029251039028168,0.3904053270816803,0.15656208992004395,0.10406853258609772,0.15840114653110504,0.050270356237888336
1993-03-01,0.37984755635261536,0.2366996854543686,0.14338655769824982,0.11897609382867813,0.07765211910009384,0.04343801364302635,0.3153826892375946,0.315331369638443,0.1449023187160492,0.09622016549110413,0.08690711110830307,0.04125634953379631
1993-03-02,0.4838196933269501,0.20095421373844147,0.12230168282985687,0.08121257275342941,0.07689031213521957,0.034821536391973495,0.5545151233673096,0.17275220155715942,0.10283707082271576,0.07071199268102646,0.06990401446819305,0.02927960641682148
1993-03-03,0.3300190567970276,0.25217923521995544,0.17701734602451324,0.10793804377317429,0.08728732168674469,0.04555899649858475,0.05501988157629967,0.13306225836277008,0.27094000577926636,0.29067090153694153,0.14033357799053192,0.10997332632541656
1993-03-04,0.1989610493183136,0.30494236946105957,0.1773570477962494,0.12018583714962006,0.15624035894870758,0.042313314974308014,0.11779706925153732,0.3988148868083954,0.19633886218070984,0.1364680677652359,0.09681475907564163,0.053766340017318726
1993-03-05,0.16831766068935394,0.44855549931526184,0.15793392062187195,0.0981660708785057,0.08637934923171997,0.040647488087415695,0.3438471853733063,0.2780342698097229,0.14670276641845703,0.09741572290658951,0.09223110973834991,0.04176896810531616
1993-03-08,0.14960810542106628,0.3901137709617615,0.18459884822368622,0.11474005877971649,0.113428995013237,0.04751024395227432,0.566044807434082,0.1647106260061264,0.10842282325029373,0.07313691824674606,0.056814830750226974,0.030869973823428154
1993-03-09,0.5331405401229858,0.18182744085788727,0.11066103726625443,0.07327040284872055,0.0695933923125267,0.031507231295108795,0.3516428768634796,0.22872163355350494,0.17864525318145752,0.10692225396633148,0.08809003978967667,0.045977964997291565
1993-03-10,0.560316801071167,0.17073975503444672,0.10391301661729813,0.07009481638669968,0.06534964591264725,0.0295859482139349,0.2495875358581543,0.28119033575057983,0.18931844830513,0.13782580196857452,0.09335298836231232,0.04872492700815201
1993-03-11,0.09794936329126358,0.3954155743122101,0.22108907997608185,0.12436149269342422,0.11360187083482742,0.04758265241980553,0.2599163055419922,0.2865293622016907,0.20208458602428436,0.11250241845846176,0.09592214971780777,0.04304518550634384
