Date,Close,dClose
2000-02-10,141.5625,0.281296
2000-02-11,138.6875,-2.875
2000-02-14,139.5,0.8125
2000-02-15,141.078094,1.578094
2000-02-16,139.0,-2.078094
2000-02-17,138.281204,-0.718796
2000-02-18,135.3125,-2.968704
2000-02-22,134.968704,-0.343796
2000-02-23,136.5625,1.593796
2000-02-24,133.8125,-2.75
2000-02-25,133.328094,-0.484406
2000-02-28,136.125,2.796906
2000-02-29,137.4375,1.3125
2000-03-01,138.4375,1.0
2000-03-02,138.531204,0.093704
2000-03-03,141.125,2.593796
2000-03-06,139.75,-1.375
2000-03-07,137.046799,-2.703201
2000-03-08,136.875,-0.171799
2000-03-09,140.875,4.0
2000-03-10,140.125,-0.75
2000-03-13,138.593704,-1.531296
2000-03-14,136.625,-1.968704
2000-03-15,139.8125,3.1875
2000-03-16,146.343704,6.531204
2000-03-17,146.9375,0.593796
2000-03-20,146.1875,-0.75
2000-03-21,149.1875,3.0
2000-03-22,150.093704,0.906204
2000-03-23,152.656204,2.5625
2000-03-24,153.5625,0.906296
2000-03-27,151.9375,-1.625
2000-03-28,151.0625,-0.875
2000-03-29,151.218704,0.156204
2000-03-30,148.6875,-2.531204
2000-03-31,150.375,1.6875
2000-04-03,151.25,0.875
2000-04-04,150.125,-1.125
2000-04-05,149.1875,-0.9375
2000-04-06,150.484299,1.296799
2000-04-07,151.4375,0.953201
2000-04-10,150.843704,-0.593796
2000-04-11,150.406204,-0.4375
2000-04-12,146.281204,-4.125
2000-04-13,144.25,-2.031204
2000-04-14,136.0,-8.25
2000-04-17,140.75,4.75
2000-04-18,144.468704,3.718704
2000-04-19,143.125,-1.343704
2000-04-20,143.8125,0.6875
2000-04-24,142.25,-1.5625
2000-04-25,148.156204,5.906204
2000-04-26,146.484299,-1.671905
2000-04-27,146.0,-0.484299
2000-04-28,145.093704,-0.906296
2000-05-01,147.0625,1.968796
2000-05-02,144.125,-2.9375
2000-05-03,140.75,-3.375
2000-05-04,141.8125,1.0625
2000-05-05,143.531204,1.718704
2000-05-08,142.453094,-1.07811
2000-05-09,141.3125,-1.140594
2000-05-10,138.125,-3.1875
2000-05-11,141.281204,3.156204
2000-05-12,142.8125,1.531296
2000-05-15,145.281204,2.468704
2000-05-16,146.6875,1.406296
2000-05-17,145.156204,-1.531296
2000-05-18,143.375,-1.781204
2000-05-19,141.125,-2.25
2000-05-22,140.0625,-1.0625
2000-05-23,138.0,-2.0625
2000-05-24,140.25,2.25
2000-05-25,137.843704,-2.406296
2000-05-26,138.0,0.156296
2000-05-30,142.5,4.5
2000-05-31,142.8125,0.3125
2000-06-01,145.3125,2.5
2000-06-02,147.843704,2.531204
2000-06-05,147.125,-0.718704
2000-06-06,146.468704,-0.656296
2000-06-07,147.484299,1.015595
2000-06-08,146.906204,-0.578095
2000-06-09,146.593704,-0.3125
2000-06-12,144.875,-1.718704
2000-06-13,147.593704,2.718704
2000-06-14,147.843704,0.25
2000-06-15,148.156204,0.3125
2000-06-16,146.593704,-1.5625
2000-06-19,148.468704,1.875
2000-06-20,147.9375,-0.531204
2000-06-21,147.875,-0.0625
2000-06-22,145.625,-2.25
2000-06-23,144.375,-1.25
2000-06-26,146.234299,1.859299
2000-06-27,145.156204,-1.078095
2000-06-28,145.5625,0.406296
2000-06-29,144.1875,-1.375
2000-06-30,145.281204,1.093704
2000-07-03,147.281204,2.0
2000-07-05,144.625,-2.656204
2000-07-06,145.75,1.125
2000-07-07,148.093704,2.343704
2000-07-10,147.843704,-0.25
2000-07-11,148.156204,0.3125
2000-07-12,149.125,0.968796
2000-07-13,149.781204,0.656204
2000-07-14,151.25,1.468796
2000-07-17,151.0,-0.25
2000-07-18,149.765594,-1.234406
2000-07-19,148.5625,-1.203094
2000-07-20,150.625,2.0625
2000-07-21,147.6875,-2.9375
2000-07-24,146.843704,-0.843796
2000-07-25,147.3125,0.468796
2000-07-26,145.875,-1.4375
2000-07-27,145.375,-0.5
2000-07-28,142.093704,-3.281296
2000-07-31,143.0,0.906296
2000-08-01,143.875,0.875
2000-08-02,144.593704,0.718704
2000-08-03,145.593704,1.0
2000-08-04,146.375,0.781296
2000-08-07,148.125,1.75
2000-08-08,148.6875,0.5625
2000-08-09,147.4375,-1.25
2000-08-10,146.718704,-0.718796
2000-08-11,147.406204,0.6875
2000-08-14,149.281204,1.875
2000-08-15,149.156204,-0.125
2000-08-16,148.625,-0.531204
2000-08-17,150.1875,1.5625
2000-08-18,149.6875,-0.5
2000-08-21,150.5,0.8125
2000-08-22,150.25,-0.25
2000-08-23,150.843704,0.593704
2000-08-24,151.3125,0.468796
2000-08-25,151.25,-0.0625
2000-08-28,151.765594,0.515594
2000-08-29,151.796799,0.031205
2000-08-30,150.343704,-1.453095
2000-08-31,152.343704,2.0
2000-09-01,152.5,0.156296
2000-09-05,151.281204,-1.218796
2000-09-06,149.5625,-1.718704
2000-09-07,150.843704,1.281204
2000-09-08,149.8125,-1.031204
2000-09-11,149.593704,-0.218796
2000-09-12,148.5,-1.093704
2000-09-13,148.890594,0.390594
2000-09-14,149.640594,0.75
2000-09-15,146.0,-3.640594
2000-09-18,144.656204,-1.343796
2000-09-19,145.968704,1.3125
2000-09-20,144.890594,-1.07811
2000-09-21,142.6875,-2.203094
2000-09-22,145.281204,2.593704
2000-09-25,144.25,-1.031204
2000-09-26,142.406204,-1.843796
2000-09-27,143.156204,0.75
2000-09-28,145.0,1.843796
2000-09-29,143.625,-1.375
2000-10-02,143.843704,0.218704
2000-10-03,142.5,-1.343704
2000-10-04,143.6875,1.1875
2000-10-05,144.1875,0.5
2000-10-06,141.0625,-3.125
2000-10-09,140.0,-1.0625
2000-10-10,137.6875,-2.3125
2000-10-11,136.531204,-1.156296
2000-10-12,133.125,-3.406204
2000-10-13,137.5625,4.4375
2000-10-16,138.1875,0.625
2000-10-17,134.75,-3.4375
2000-10-18,134.25,-0.5
2000-10-19,139.3125,5.0625
2000-10-20,139.906204,0.593704
2000-10-23,140.531204,0.625
2000-10-24,139.593704,-0.9375
2000-10-25,136.3125,-3.281204
2000-10-26,136.6875,0.375
2000-10-27,139.281204,2.593704
2000-10-30,140.531204,1.25
2000-10-31,142.953094,2.42189
2000-11-01,142.468704,-0.48439
2000-11-02,142.703094,0.23439
2000-11-03,142.781204,0.07811
2000-11-06,143.781204,1.0
2000-11-07,143.75,-0.031204
2000-11-08,140.5625,-3.1875
2000-11-09,140.031204,-0.531296
2000-11-10,136.625,-3.406204
2000-11-13,135.5625,-1.0625
2000-11-14,139.125,3.5625
2000-11-15,139.5625,0.4375
2000-11-16,137.375,-2.1875
2000-11-17,136.640594,-0.734406
2000-11-20,134.6875,-1.953094
2000-11-21,135.375,0.6875
2000-11-22,132.140594,-3.234406
2000-11-24,134.843704,2.70311
2000-11-27,136.031204,1.1875
2000-11-28,133.6875,-2.343704
2000-11-29,133.4375,-0.25
2000-11-30,132.281204,-1.156296
2000-12-01,132.218704,-0.0625
2000-12-04,133.343704,1.125
2000-12-05,137.718704,4.375
2000-12-06,135.515594,-2.20311
2000-12-07,133.656204,-1.85939
2000-12-08,133.968704,0.3125
2000-12-11,138.625,4.656296
2000-12-12,138.031204,-0.593796
2000-12-13,136.140594,-1.89061
2000-12-14,134.406204,-1.73439
2000-12-15,130.968704,-3.4375
2000-12-18,132.718704,1.75
2000-12-19,130.015594,-2.70311
2000-12-20,126.25,-3.765594
2000-12-21,127.125,0.875
2000-12-22,130.9375,3.8125
2000-12-26,132.343704,1.406204
2000-12-27,133.3125,0.968796
2000-12-28,133.718704,0.406204
2000-12-29,131.1875,-2.531204
2001-01-02,128.8125,-2.375
2001-01-03,135.0,6.1875
2001-01-04,133.546799,-1.453201
2001-01-05,129.1875,-4.359299
2001-01-08,130.1875,1.0
2001-01-09,129.843704,-0.343796
2001-01-10,132.125,2.281296
2001-01-11,132.25,0.125
2001-01-12,132.0,-0.25
2001-01-16,132.843704,0.843704
2001-01-17,133.453094,0.60939
2001-01-18,134.781204,1.32811
2001-01-19,134.015594,-0.76561
2001-01-22,134.906204,0.89061
2001-01-23,135.968704,1.0625
2001-01-24,136.375,0.406296
2001-01-25,136.031204,-0.343796
2001-01-26,135.875,-0.156204
2001-01-29,136.600006,0.725006
2001-01-30,137.800003,1.199997
2001-01-31,137.020004,-0.779999
2001-02-01,137.929993,0.909989
2001-02-02,134.800003,-3.12999
2001-02-05,135.789993,0.98999
2001-02-06,135.389999,-0.399994
2001-02-07,134.690002,-0.699997
2001-02-08,133.119995,-1.570007
2001-02-09,131.839996,-1.279999
2001-02-12,133.350006,1.51001
2001-02-13,132.259995,-1.090011
2001-02-14,132.059998,-0.199997
