Date,0,1,2,3
2014-09-18,0.28032551898691876,0.1776997821670506,0.23200940885311921,0.30996528999291145
2014-09-19,0.3166231668210819,0.18038039223726657,0.18746513403536288,0.3155313069062886
2014-09-22,0.3166231668210819,0.18038039223726657,0.18746513403536288,0.3155313069062886
2014-09-23,0.3166231668210819,0.18038039223726657,0.18746513403536288,0.3155313069062886
2014-09-24,0.27119856152145444,0.21475949264676045,0.20206310895406793,0.3119788368777171
2014-09-25,0.2237056799118661,0.2192620351488028,0.2567521854323553,0.3002800995069758
2014-09-26,0.2237056799118661,0.2192620351488028,0.2567521854323553,0.3002800995069758
2014-09-29,0.2237056799118661,0.2192620351488028,0.2567521854323553,0.3002800995069758
2014-09-30,0.25271537293519547,0.19418710189726548,0.2505907841810738,0.30250674098646524
2014-10-01,0.28829169574525604,0.19794613953621318,0.20430882434865544,0.3094533403698754
2014-10-02,0.28829169574525604,0.19794613953621318,0.20430882434865544,0.3094533403698754
2014-10-03,0.28829169574525604,0.19794613953621318,0.20430882434865544,0.3094533403698754
2014-10-06,0.3024344911778762,0.18909023122050475,0.1958365952762319,0.3126386823253871
2014-10-07,0.3166231668210819,0.18038039223726657,0.18746513403536288,0.3155313069062886
2014-10-08,0.33080283188402404,0.17184229351984748,0.17922071330345793,0.3181341612926706
2014-10-09,0.3449192284623361,0.16349945970415938,0.1711278806802738,0.3204534311532308
2014-10-10,0.3449192284623361,0.16349945970415938,0.1711278806802738,0.3204534311532308
2014-10-13,0.3449192284623361,0.16349945970415938,0.1711278806802738,0.3204534311532308
2014-10-14,0.3449192284623361,0.16349945970415938,0.1711278806802738,0.3204534311532308
2014-10-15,0.3449192284623361,0.16349945970415938,0.1711278806802738,0.3204534311532308
2014-10-16,0.3449192284623361,0.16349945970415938,0.1711278806802738,0.3204534311532308
2014-10-17,0.3449192284623361,0.16349945970415938,0.1711278806802738,0.3204534311532308
2014-10-20,0.3449192284623361,0.16349945970415938,0.1711278806802738,0.3204534311532308
2014-10-21,0.3449192284623361,0.16349945970415938,0.1711278806802738,0.3204534311532308
2014-10-22,0.3449192284623361,0.16349945970415938,0.1711278806802738,0.3204534311532308
2014-10-23,0.3449192284623361,0.16349945970415938,0.1711278806802738,0.3204534311532308
2014-10-24,0.3449192284623361,0.16349945970415938,0.1711278806802738,0.3204534311532308
2014-10-27,0.3449192284623361,0.16349945970415938,0.1711278806802738,0.3204534311532308
2014-10-28,0.3449192284623361,0.16349945970415938,0.1711278806802738,0.3204534311532308
2014-10-29,0.3449192284623361,0.16349945970415938,0.1711278806802738,0.3204534311532308
2014-10-30,0.3449192284623361,0.16349945970415938,0.1711278806802738,0.3204534311532308
2014-10-31,0.3449192284623361,0.16349945970415938,0.1711278806802738,0.3204534311532308
2014-11-03,0.3449192284623361,0.16349945970415938,0.1711278806802738,0.3204534311532308
2014-11-04,0.3449192284623361,0.16349945970415938,0.1711278806802738,0.3204534311532308
2014-11-05,0.3449192284623361,0.16349945970415938,0.1711278806802738,0.3204534311532308
2014-11-06,0.3449192284623361,0.16349945970415938,0.1711278806802738,0.3204534311532308
2014-11-07,0.3449192284623361,0.16349945970415938,0.1711278806802738,0.3204534311532308
2014-11-10,0.3449192284623361,0.16349945970415938,0.1711278806802738,0.3204534311532308
2014-11-11,0.3449192284623361,0.16349945970415938,0.1711278806802738,0.3204534311532308
2014-11-12,0.3449192284623361,0.16349945970415938,0.1711278806802738,0.3204534311532308
2014-11-13,0.3449192284623361,0.16349945970415938,0.1711278806802738,0.3204534311532308
2014-11-14,0.3449192284623361,0.16349945970415938,0.1711278806802738,0.3204534311532308
2014-11-17,0.3449192284623361,0.16349945970415938,0.1711278806802738,0.3204534311532308
2014-11-18,0.3449192284623361,0.16349945970415938,0.1711278806802738,0.3204534311532308
2014-11-19,0.3449192284623361,0.16349945970415938,0.1711278806802738,0.3204534311532308
2014-11-20,0.3449192284623361,0.16349945970415938,0.1711278806802738,0.3204534311532308
2014-11-21,0.3449192284623361,0.16349945970415938,0.1711278806802738,0.3204534311532308
2014-11-24,0.3449192284623361,0.16349945970415938,0.1711278806802738,0.3204534311532308
2014-11-25,0.3449192284623361,0.16349945970415938,0.1711278806802738,0.3204534311532308
2014-11-26,0.3449192284623361,0.16349945970415938,0.1711278806802738,0.3204534311532308
2014-11-28,0.3449192284623361,0.16349945970415938,0.1711278806802738,0.3204534311532308
2014-12-01,0.3449192284623361,0.16349945970415938,0.1711278806802738,0.3204534311532308
2014-12-02,0.3449192284623361,0.16349945970415938,0.1711278806802738,0.3204534311532308
2014-12-03,0.3449192284623361,0.16349945970415938,0.1711278806802738,0.3204534311532308
2014-12-04,0.3449192284623361,0.16349945970415938,0.1711278806802738,0.3204534311532308
2014-12-05,0.3449192284623361,0.16349945970415938,0.1711278806802738,0.3204534311532308
2014-12-08,0.3449192284623361,0.16349945970415938,0.1711278806802738,0.3204534311532308
2014-12-09,0.3449192284623361,0.16349945970415938,0.1711278806802738,0.3204534311532308
2014-12-10,0.3449192284623361,0.16349945970415938,0.1711278806802738,0.3204534311532308
2014-12-11,0.3449192284623361,0.16349945970415938,0.1711278806802738,0.3204534311532308
2014-12-12,0.3449192284623361,0.16349945970415938,0.1711278806802738,0.3204534311532308
2014-12-15,0.3449192284623361,0.16349945970415938,0.1711278806802738,0.3204534311532308
2014-12-16,0.3449192284623361,0.16349945970415938,0.1711278806802738,0.3204534311532308
2014-12-17,0.3449192284623361,0.16349945970415938,0.1711278806802738,0.3204534311532308
2014-12-18,0.3449192284623361,0.16349945970415938,0.1711278806802738,0.3204534311532308
2014-12-19,0.3449192284623361,0.16349945970415938,0.1711278806802738,0.3204534311532308
2014-12-22,0.3449192284623361,0.16349945970415938,0.1711278806802738,0.3204534311532308
2014-12-23,0.3449192284623361,0.16349945970415938,0.1711278806802738,0.3204534311532308
2014-12-24,0.3449192284623361,0.16349945970415938,0.1711278806802738,0.3204534311532308
2014-12-26,0.3449192284623361,0.16349945970415938,0.1711278806802738,0.3204534311532308
2014-12-29,0.3449192284623361,0.16349945970415938,0.1711278806802738,0.3204534311532308
2014-12-30,0.3449192284623361,0.16349945970415938,0.1711278806802738,0.3204534311532308
2014-12-31,0.3449192284623361,0.16349945970415938,0.1711278806802738,0.3204534311532308
2015-01-02,0.3449192284623361,0.16349945970415938,0.1711278806802738,0.3204534311532308
