Date,0,1,2,3,4,5
2014-02-18,6.272756606477824e-08,0.015063262361149023,0.34707476873714677,0.5051486136363423,0.13244904798893692,0.00026424454885569615
2014-02-19,1.4027993587003708e-07,0.03080612969813742,0.3010699743025541,0.49195164952086373,0.17528717623824508,0.0008849299602629296
2014-02-20,1.2514241000905889e-07,0.025736451506649625,0.40155116688493137,0.3976240489394148,0.17460348285188437,0.00048472467471350107
2014-02-21,7.205561454159935e-08,0.024165469018850767,0.3412357792137189,0.46433077912535975,0.16973993750649385,0.000527963079963161
2014-02-24,9.033572018280486e-08,0.02105139576332343,0.35699941338503294,0.4422903539092344,0.17927983874384118,0.0003789078628470883
2014-02-25,3.434042554050126e-08,0.017313987746309014,0.33127523099607187,0.4938636344481081,0.15728439685419734,0.0002627156148904408
2014-02-26,2.093858850364833e-08,0.013644453093437162,0.32910112980435785,0.4919842086685169,0.1650560010196814,0.00021418647541995408
2014-02-27,2.2316047243062855e-08,0.01363749135395741,0.31534026843070645,0.5194960356100045,0.15136574833351243,0.00016043395577470485
2014-02-28,1.7512999342310117e-08,0.011070658700887288,0.3113898269481842,0.5066323372575979,0.1707321855188038,0.00017497406152614924
2014-03-03,4.4893284205728284e-08,0.019531539492188495,0.2913062823327633,0.5100684485564059,0.17860567682466835,0.0004880079006933222
2014-03-04,3.448286772808438e-07,0.0415904937765981,0.41187420822180526,0.41798740427655745,0.12809530839623795,0.0004522405001221459
2014-03-05,2.070222303994823e-07,0.050739367521394844,0.35590824174158336,0.49416842010001094,0.09871106975313411,0.0004726938616497889
2014-03-06,8.057766916557507e-08,0.025183703378387615,0.373484395090807,0.46308111583808326,0.1379534748980354,0.00029723021702011466
2014-03-07,2.615888593498335e-08,0.020433605746804466,0.37165083169806507,0.47961770561076816,0.1281408081702405,0.0001570226152357248
2014-03-10,1.500538735380291e-08,0.018956836419551117,0.3699416361959146,0.5048496284645021,0.1061205178359083,0.00013136607873754134
2014-03-11,4.38427395087693e-08,0.02460818326130363,0.3194694201236229,0.5190331340376606,0.13649958244998966,0.0003896362846871639
2014-03-12,5.426532633734247e-08,0.02427723002530249,0.3699043032627813,0.45722563846280617,0.1481915535480569,0.0004012204357303798
2014-03-13,2.5558684729172045e-06,0.13137208727323388,0.34390754241301963,0.4126075564927579,0.10681197989262597,0.005298278059889425
2014-03-14,1.5009416444405613e-06,0.06444549333922439,0.34447274227552216,0.4395157822916268,0.14718294766860307,0.004381533483380464
2014-03-17,2.151206000423058e-06,0.1233253625934424,0.5132304576920921,0.29731944619034917,0.0657016819176794,0.00042090040043373206
2014-03-18,2.0851962884332477e-06,0.10738082600716188,0.3530642290267832,0.44745977150953414,0.09130055499117265,0.0007925332690581835
2014-03-19,9.627648002542364e-07,0.08036579982828324,0.4412897871432452,0.3665937397503957,0.11076187021568984,0.0009878402975858891
2014-03-20,1.2660814928934478e-06,0.05527807292060541,0.48439671163826414,0.3204818602193612,0.13911192281385332,0.0007301663264234861
2014-03-21,4.228947759479139e-06,0.160373457584885,0.4518221094901921,0.2821887318239953,0.10355674403580828,0.0020547281173614465
2014-03-24,2.478955915603989e-06,0.09242773139382118,0.3781137099323448,0.397935369461109,0.12827367536871906,0.0032470348880914036
2014-03-25,6.124733752213148e-07,0.06216764166997909,0.3918153729403215,0.4318240095798873,0.11320604348475086,0.0009863198516886396
2014-03-26,2.184784085436297e-06,0.11418797976465751,0.32629536071038595,0.46371492967900585,0.09279245024889854,0.0030070948129637927
2014-03-27,2.080093999259318e-06,0.09921815361781817,0.4449298287386822,0.34130240700357056,0.11212076457723799,0.002426765968688794
2014-03-28,3.211152330705919e-06,0.09924704704773037,0.45326825314731994,0.3402322886756327,0.10563290162314712,0.0016162983538413847
2014-03-31,9.672619307415326e-06,0.18374150805061962,0.5831499002974454,0.18447395296993574,0.04811784527763134,0.0005071207850576902
2014-04-01,2.6879366674500704e-06,0.06099835945992995,0.49089181960832484,0.32286911396077744,0.12429938068327462,0.0009386383510286911
2014-04-02,1.0856801429743109e-06,0.0323447435321893,0.41872972789716456,0.3621276920014973,0.18598776495809402,0.0008089859309097768
2014-04-03,2.1270667640646222e-07,0.02088968802069598,0.3819246695067668,0.4044176956376221,0.19232799813194554,0.00043973599629124554
2014-04-04,1.6325144203172662e-06,0.09504041104896194,0.42837006102405656,0.3463613613048643,0.12843162756437726,0.0017949065433163494
2014-04-07,7.594127926647776e-06,0.14970420810589852,0.26822797682552385,0.45873118399955226,0.11190582184630507,0.011423215094796985
2014-04-08,5.664278566906636e-06,0.1460961209999567,0.3476227955391007,0.41521366181353553,0.08603623709139148,0.0050255202774514
2014-04-09,6.731822772793702e-06,0.22266503485900394,0.5029574889833206,0.23733913903556017,0.036540144688064845,0.0004914606112768665
2014-04-10,0.002222242219397525,0.7796861089215802,0.10812671284005095,0.06006417723362608,0.014051645165243805,0.03584911362009922
2014-04-11,0.010991883437565509,0.7034490289503234,0.054073635390425645,0.03105506534474126,0.013653315613164909,0.18677707126378174
2014-04-14,0.0019391745841873661,0.5245898797436535,0.2086639473933259,0.1426394457432595,0.0700701828497266,0.05209736968584799
2014-04-15,0.004286399116650512,0.5875145658950593,0.16118386800782386,0.10837179647575947,0.0794733546739583,0.05917001583074689
2014-04-16,0.00293683057624625,0.5748077485248954,0.28190341745013786,0.07246953495166354,0.059015874084695316,0.008866594412363111
2014-04-17,0.00014130174360489005,0.14927075915665083,0.3914445062270636,0.21591068353624976,0.2306749939109295,0.012557755425498857
2014-04-21,1.3016403364019078e-05,0.04826414857528301,0.34376439665482644,0.26088675027952934,0.34197658324080193,0.005095104846195456
2014-04-22,2.2217497680785292e-06,0.026469064599494187,0.2839605014744401,0.3423501546331152,0.34509064377064225,0.0021274137725390808
2014-04-23,3.284216468935597e-07,0.02056119704736102,0.2860903775090441,0.46426483551768727,0.22822859527273553,0.000854666231522763
2014-04-24,5.478846473061658e-08,0.014646772866027247,0.31913098775771753,0.4900315078131882,0.17589086462067036,0.00029981215393048733
2014-04-25,3.8394319723140944e-07,0.061967097227732464,0.4028444391469401,0.3922021794994904,0.14189213866873815,0.001093761513898288
2014-04-28,2.0311735733190248e-07,0.05234176909601466,0.572856346821063,0.28825357478102653,0.08629418638795903,0.0002539197965758592
2014-04-29,4.5686150682729266e-08,0.024348958620614862,0.32675195503078613,0.518809831417158,0.12982958257967184,0.0002596266656192338
2014-04-30,3.777467989655004e-08,0.019293551821015734,0.3353845477867383,0.5054749028952779,0.13963198180927283,0.00021497791301839617
2014-05-01,1.8008809431605385e-08,0.014479434725847883,0.36222525366157976,0.49283425266012904,0.13032726842449885,0.00013377251913730093
2014-05-02,2.0578975311885062e-08,0.014024123559478246,0.34057449406534174,0.49211684459494937,0.15310706283770484,0.00017745436355091272
2014-05-05,2.425866727395636e-08,0.015129051556008946,0.3239279126463978,0.492098977927961,0.16861179916285982,0.0002322344481077534
2014-05-06,5.656443029070781e-07,0.07302400782972711,0.3971338338522194,0.3891392964378094,0.13916662202918112,0.001535674206762903
2014-05-07,4.51207055374e-07,0.0608113480507943,0.5908298875558332,0.2676097308873149,0.08054128415053177,0.0002072981484735858
2014-05-08,1.1238800304604201e-07,0.036973208265063125,0.35064491743788523,0.4835364791858881,0.12836345616663283,0.00048182655652789574
2014-05-09,8.833247997100254e-08,0.02616198260784257,0.3679301635818906,0.44340811132545843,0.16214378232730794,0.00035587182502185575
2014-05-12,1.7582587404337764e-07,0.03204074546708038,0.3882585670559961,0.46176854243692944,0.11771830173797637,0.0002136674761471057
2014-05-13,8.865418150586724e-08,0.03117796536295248,0.38644858083313305,0.4885126151253695,0.09362316290211543,0.0002375871222448146
2014-05-14,8.829208416054454e-08,0.024551749971190386,0.38397189344086047,0.4481179918589304,0.1430541325820206,0.0003041438549142934
2014-05-15,8.79821510262086e-07,0.11031582154511528,0.46337921344688554,0.3181347890195144,0.10700272419427763,0.00116657197269954
2014-05-16,3.604317447674872e-07,0.06527142964737229,0.39689198991970265,0.43435353643257163,0.10244185157654954,0.0010408319920577544
2014-05-19,3.842269821466002e-07,0.07914902338388434,0.549522393275939,0.3110994766630614,0.06002785524467711,0.00020086720545814315
2014-05-20,7.431769583466859e-07,0.09725035446937014,0.4676627696171294,0.33864222647005465,0.09553465097777192,0.0009092552887181896
2014-05-21,7.579144830607577e-07,0.08380016622357109,0.6492797996379329,0.21738438707462193,0.04940228842339229,0.00013260072599750774
2014-05-22,2.458792160076621e-07,0.0498481701224199,0.40688394631981106,0.4579971905622093,0.08490678369952852,0.0003636634168160965
2014-05-23,1.9672269682632195e-07,0.030328559831441823,0.4069281065120958,0.43595734692289034,0.1264865241666228,0.0002992658442516186
2014-05-27,1.2395551855698388e-07,0.023339966719044355,0.3767974044102896,0.4768071641916845,0.12286537847193563,0.0001899622515283983
2014-05-28,4.728400762651345e-08,0.01886703734277422,0.3610625123545499,0.5003616549753939,0.11953486661635382,0.00017388142692398645
2014-05-29,6.16400473210728e-08,0.016960193880517737,0.35104511970378993,0.48736465746969343,0.14441267830957713,0.00021728899637485008
2014-05-30,3.7387100938369385e-08,0.014529829355552694,0.3173191313608296,0.5117934415368469,0.15614624234179036,0.00021131801787899483
2014-06-02,1.6571404327322187e-08,0.010305545948853273,0.3055317577679638,0.5017770546985553,0.1821919468816965,0.00019367813153020329
2014-06-03,1.5411654426045057e-08,0.009847407595175786,0.2873376476799449,0.4982462946985403,0.20434058376462524,0.00022805085005848347
2014-06-04,1.7210087073476807e-08,0.00998863599372255,0.2712862933985711,0.4943004899731763,0.22414849600062436,0.0002760674238204136
2014-06-05,3.086646082741869e-08,0.010949781496927897,0.2701071683638572,0.5043159111220296,0.21438325772328445,0.00024385042744301609
2014-06-06,2.0820603928026983e-08,0.00976610493005751,0.2756249417479857,0.4975886005069878,0.2167792299493308,0.0002411020450337718
2014-06-09,2.008234088175699e-08,0.010147312854781898,0.27468977150621166,0.5002615880082634,0.21466524316629715,0.00023606438210390014
2014-06-10,1.7160867130472622e-08,0.009511177884536372,0.27557484278833894,0.4940948212995943,0.22057565339408666,0.0002434874725757867
2014-06-11,1.4773495907970992e-08,0.010956768195842454,0.2846219175794243,0.502901651580254,0.20128665467216775,0.00023299319881579136
